"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Wind Direction (°)","Rain Rate (in/hr)","Daily Rain (in)","Relative Pressure (inHg)","Humidity (%)","Station Battery (V)","Absolute Pressure (inHg)"
2025-05-27T05:08:00-04:00,2025-05-27 05:08:00,48.7,48.7,47.3,0,0,33,0,0,30.31,95,4.25,30.31
2025-05-27T04:53:00-04:00,2025-05-27 04:53:00,48.9,48.9,47.5,0,0,33,0,0,30.31,95,,30.31
2025-05-27T04:38:00-04:00,2025-05-27 04:38:00,49.1,49.1,47.4,0,0,33,0,0,30.3,94,,30.3
2025-05-27T04:23:00-04:00,2025-05-27 04:23:00,49.5,49.5,47.6,0,0,33,0,0,30.3,93,,30.3
2025-05-27T04:08:00-04:00,2025-05-27 04:08:00,49.6,49.6,47.7,0,0,33,0,0,30.29,93,4.26,30.29
2025-05-27T03:53:00-04:00,2025-05-27 03:53:00,50.4,50.4,47.9,0,0,33,0,0,30.29,91,,30.29
2025-05-27T03:38:00-04:00,2025-05-27 03:38:00,50.7,50.7,47.9,0,0,33,0,0,30.29,90,,30.29
2025-05-27T03:23:00-04:00,2025-05-27 03:23:00,51.3,51.3,48.2,0,0,33,0,0,30.29,89,,30.29
2025-05-27T03:08:00-04:00,2025-05-27 03:08:00,54,54,48.6,0,0,33,0,0,30.29,82,4.27,30.29
2025-05-27T02:53:00-04:00,2025-05-27 02:53:00,54.9,54.9,48.5,0.4,2.9,33,0,0,30.29,79,,30.29
2025-05-27T02:38:00-04:00,2025-05-27 02:38:00,54.9,54.9,48.8,2.7,5.4,33,0,0,30.3,80,,30.3
2025-05-27T02:23:00-04:00,2025-05-27 02:23:00,55,55,48.6,1.8,5.6,33,0,0,30.3,79,,30.3
2025-05-27T02:08:00-04:00,2025-05-27 02:08:00,55.2,55.2,48.5,4,6,23,0,0,30.3,78,4.27,30.3
2025-05-27T01:53:00-04:00,2025-05-27 01:53:00,55.9,55.9,48.4,5.4,8.1,12,0,0,30.3,76,,30.3
2025-05-27T01:38:00-04:00,2025-05-27 01:38:00,56.3,56.3,48.1,6.5,10.3,16,0,0,30.3,74,,30.3
2025-05-27T01:23:00-04:00,2025-05-27 01:23:00,56.1,56.1,47.6,4.9,9.4,7,0,0,30.3,73,,30.3
2025-05-27T01:08:00-04:00,2025-05-27 01:08:00,56.7,56.7,47.4,7.2,11.2,356,0,0,30.3,71,4.28,30.3
2025-05-27T00:53:00-04:00,2025-05-27 00:53:00,56.5,56.5,47.2,7.6,11.9,358,0,0,30.3,71,,30.3
2025-05-27T00:38:00-04:00,2025-05-27 00:38:00,56.3,56.3,47,7.4,12.5,2,0,0,30.3,71,,30.3
2025-05-27T00:23:00-04:00,2025-05-27 00:23:00,56.1,56.1,46.8,8.3,13.2,351,0,0,30.3,71,,30.3
2025-05-27T00:08:00-04:00,2025-05-27 00:08:00,55.8,55.8,47.3,6.3,9.4,357,0,0,30.3,73,4.28,30.3
2025-05-26T23:53:00-04:00,2025-05-26 23:53:00,55.8,55.8,47.3,5.8,8.9,355,0,0,30.3,73,,30.3
2025-05-26T23:38:00-04:00,2025-05-26 23:38:00,55.8,55.8,47.3,4.9,8.3,332,0,0,30.3,73,,30.3
2025-05-26T23:23:00-04:00,2025-05-26 23:23:00,55.8,55.8,47.3,4.9,7.4,329,0,0,30.3,73,,30.3
2025-05-26T23:08:00-04:00,2025-05-26 23:08:00,55.4,55.4,47.6,5.1,7.8,322,0,0,30.3,75,4.28,30.3
2025-05-26T22:53:00-04:00,2025-05-26 22:53:00,54.3,54.3,47.6,3.6,6,288,0,0,30.3,78,,30.3
2025-05-26T22:38:00-04:00,2025-05-26 22:38:00,53.8,53.8,47.4,2.5,4.5,288,0,0,30.3,79,,30.3
2025-05-26T22:23:00-04:00,2025-05-26 22:23:00,53.6,53.6,47.6,0.4,2.5,288,0,0,30.3,80,,30.3
2025-05-26T22:08:00-04:00,2025-05-26 22:08:00,53.6,53.6,47.6,0,1.3,288,0,0,30.3,80,4.27,30.3
2025-05-26T21:53:00-04:00,2025-05-26 21:53:00,53.4,53.4,47.7,0,1.8,288,0,0,30.3,81,,30.3
2025-05-26T21:38:00-04:00,2025-05-26 21:38:00,53.8,53.8,48.4,1.1,3.1,288,0,0,30.29,82,,30.29
2025-05-26T21:23:00-04:00,2025-05-26 21:23:00,54,54,48.6,3.1,4.7,289,0,0,30.29,82,,30.29
2025-05-26T21:08:00-04:00,2025-05-26 21:08:00,53.8,53.8,48.4,4,6,289,0,0,30.29,82,4.29,30.29
2025-05-26T20:53:00-04:00,2025-05-26 20:53:00,54.3,54.3,48.3,5.1,7.2,289,0,0,30.28,80,,30.28
2025-05-26T20:38:00-04:00,2025-05-26 20:38:00,54.5,54.5,48.1,6.3,8.5,293,0,0,30.28,79,,30.28
2025-05-26T20:23:00-04:00,2025-05-26 20:23:00,54.7,54.7,47.6,5.4,7.6,295,0,0,30.27,77,,30.27
2025-05-26T20:08:00-04:00,2025-05-26 20:08:00,54.7,54.7,47.3,6.7,9.2,287,0,0,30.27,76,4.34,30.27
2025-05-26T19:53:00-04:00,2025-05-26 19:53:00,54.5,54.5,47.8,9.2,13,289,0,0,30.27,78,,30.27
2025-05-26T19:38:00-04:00,2025-05-26 19:38:00,55.2,55.2,47.4,9.8,13,299,0,0,30.27,75,,30.27
2025-05-26T19:23:00-04:00,2025-05-26 19:23:00,55,55,47.9,9.8,12.8,293,0,0,30.26,77,,30.26
2025-05-26T19:08:00-04:00,2025-05-26 19:08:00,55.6,55.6,47.4,10.3,13.9,295,0,0,30.26,74,4.54,30.26
2025-05-26T18:53:00-04:00,2025-05-26 18:53:00,55.8,55.8,47.6,9.6,13.2,294,0,0,30.25,74,,30.25
2025-05-26T18:38:00-04:00,2025-05-26 18:38:00,55.9,55.9,47,10.1,12.8,292,0,0,30.25,72,,30.25
2025-05-26T18:23:00-04:00,2025-05-26 18:23:00,56.8,56.8,46.4,10.7,14.1,293,0,0,30.24,68,,30.24
2025-05-26T18:08:00-04:00,2025-05-26 18:08:00,57.4,57.4,46.5,8.9,12.8,298,0,0,30.24,67,4.44,30.24
2025-05-26T17:53:00-04:00,2025-05-26 17:53:00,57.6,57.6,46.3,8.7,12.5,305,0,0,30.24,66,,30.24
2025-05-26T17:38:00-04:00,2025-05-26 17:38:00,56.7,56.7,46.3,9.8,13.4,304,0,0,30.24,68,,30.24
2025-05-26T17:23:00-04:00,2025-05-26 17:23:00,56.5,56.5,46.5,11.2,15.7,307,0,0,30.24,69,,30.24
2025-05-26T17:08:00-04:00,2025-05-26 17:08:00,56.3,56.3,46.6,11.4,16.3,306,0,0,30.24,70,4.34,30.24
2025-05-26T16:53:00-04:00,2025-05-26 16:53:00,55.4,55.4,47.3,11.2,15.9,309,0,0,30.24,74,,30.24
2025-05-26T16:38:00-04:00,2025-05-26 16:38:00,55.2,55.2,47.8,11.2,15.7,312,0,0,30.23,76,,30.23
2025-05-26T16:23:00-04:00,2025-05-26 16:23:00,55.2,55.2,48.5,11,15.9,312,0,0,30.23,78,,30.23
2025-05-26T16:08:00-04:00,2025-05-26 16:08:00,55.2,55.2,48.5,10.7,16.8,301,0,0,30.24,78,4.54,30.24
2025-05-26T15:53:00-04:00,2025-05-26 15:53:00,55.6,55.6,47.8,12.3,17,298,0,0,30.24,75,,30.24
2025-05-26T15:38:00-04:00,2025-05-26 15:38:00,56.5,56.5,46.8,11.9,16.8,303,0,0,30.24,70,,30.24
2025-05-26T15:23:00-04:00,2025-05-26 15:23:00,57,57,46.5,10.7,14.3,295,0,0,30.24,68,,30.24
2025-05-26T15:08:00-04:00,2025-05-26 15:08:00,57.2,57.2,45.5,11.9,19.2,282,0,0,30.24,65,4.53,30.24
2025-05-26T14:53:00-04:00,2025-05-26 14:53:00,57.2,57.2,45.1,14.1,18.6,278,0,0,30.23,64,,30.23
2025-05-26T14:38:00-04:00,2025-05-26 14:38:00,57.2,57.2,45.9,11,15.4,273,0,0,30.23,66,,30.23
2025-05-26T14:23:00-04:00,2025-05-26 14:23:00,56.5,56.5,46.5,13,17.7,292,0,0,30.23,69,,30.23
2025-05-26T14:08:00-04:00,2025-05-26 14:08:00,56.7,56.7,47,12.1,16.6,299,0,0,30.22,70,4.54,30.22
2025-05-26T13:53:00-04:00,2025-05-26 13:53:00,56.1,56.1,47.2,13.6,17.7,296,0,0,30.22,72,,30.22
2025-05-26T13:38:00-04:00,2025-05-26 13:38:00,56.8,56.8,45.2,14.5,18.3,298,0,0,30.22,65,,30.22
2025-05-26T13:23:00-04:00,2025-05-26 13:23:00,57.9,57.9,44.1,12.8,16.1,299,0,0,30.22,60,,30.22
2025-05-26T13:08:00-04:00,2025-05-26 13:08:00,57.7,57.7,44.8,11.9,16.8,289,0,0,30.22,62,4.63,30.22
2025-05-26T12:53:00-04:00,2025-05-26 12:53:00,57.7,57.7,44.3,11,15.7,289,0,0,30.22,61,,30.22
2025-05-26T12:38:00-04:00,2025-05-26 12:38:00,57,57,44.9,12.8,15.4,296,0,0,30.22,64,,30.22
2025-05-26T12:23:00-04:00,2025-05-26 12:23:00,56.7,56.7,45.9,12.1,14.8,298,0,0,30.22,67,,30.22
2025-05-26T12:08:00-04:00,2025-05-26 12:08:00,57,57,45.4,11,14.5,302,0,0,30.22,65,4.62,30.22
2025-05-26T11:53:00-04:00,2025-05-26 11:53:00,56.7,56.7,45.5,12.1,16.6,298,0,0,30.22,66,,30.22
2025-05-26T11:38:00-04:00,2025-05-26 11:38:00,56.8,56.8,46,11.9,15.9,307,0,0,30.22,67,,30.22
2025-05-26T11:23:00-04:00,2025-05-26 11:23:00,58.1,58.1,46,8.3,13.2,300,0,0,30.22,64,,30.22
2025-05-26T11:08:00-04:00,2025-05-26 11:08:00,57.9,57.9,45,9.6,13.6,281,0,0,30.22,62,4.63,30.22
2025-05-26T10:53:00-04:00,2025-05-26 10:53:00,59,59,45.1,5.8,13.6,264,0,0,30.22,60,,30.22
2025-05-26T10:38:00-04:00,2025-05-26 10:38:00,59.4,59.4,43.7,1.6,7.2,17,0,0,30.22,56,,30.22
2025-05-26T10:23:00-04:00,2025-05-26 10:23:00,58.8,58.8,43.1,1.8,6.9,28,0,0,30.22,56,,30.22
2025-05-26T10:08:00-04:00,2025-05-26 10:08:00,58.1,58.1,43.8,2.5,9.2,111,0,0,30.22,59,4.64,30.22
2025-05-26T09:53:00-04:00,2025-05-26 09:53:00,57.4,57.4,43.6,5.1,9.4,82,0,0,30.23,60,,30.23
2025-05-26T09:38:00-04:00,2025-05-26 09:38:00,57.2,57.2,43.9,6.5,11.2,78,0,0,30.22,61,,30.22
2025-05-26T09:23:00-04:00,2025-05-26 09:23:00,57,57,44.9,2.9,7.2,71,0,0,30.22,64,,30.22
2025-05-26T09:08:00-04:00,2025-05-26 09:08:00,56.3,56.3,45.1,4.9,9.2,94,0,0,30.23,66,4.59,30.23
2025-05-26T08:53:00-04:00,2025-05-26 08:53:00,55.8,55.8,45,3.8,8.1,101,0,0,30.22,67,,30.22
2025-05-26T08:38:00-04:00,2025-05-26 08:38:00,55.6,55.6,44.8,6,9.8,112,0,0,30.23,67,,30.23
2025-05-26T08:23:00-04:00,2025-05-26 08:23:00,55.2,55.2,44.8,6.7,10.7,108,0,0,30.23,68,,30.23
2025-05-26T08:08:00-04:00,2025-05-26 08:08:00,54.5,54.5,45.7,6.3,9.2,107,0,0,30.22,72,4.36,30.22
2025-05-26T07:53:00-04:00,2025-05-26 07:53:00,53.6,53.6,46.6,3.4,7.2,99,0,0,30.22,77,,30.22
2025-05-26T07:38:00-04:00,2025-05-26 07:38:00,53.1,53.1,46.8,4,7.2,66,0,0,30.22,79,,30.22
2025-05-26T07:23:00-04:00,2025-05-26 07:23:00,52.3,52.3,46.6,4,6.3,97,0,0,30.22,81,,30.22
2025-05-26T07:08:00-04:00,2025-05-26 07:08:00,51.4,51.4,46.4,3.1,4.9,97,0,0,30.21,83,4.28,30.21
2025-05-26T06:53:00-04:00,2025-05-26 06:53:00,50.5,50.5,46.2,2.9,4.5,97,0,0,30.21,85,,30.21
2025-05-26T06:38:00-04:00,2025-05-26 06:38:00,49.8,49.8,46.4,2,3.6,97,0,0,30.2,88,,30.2
2025-05-26T06:23:00-04:00,2025-05-26 06:23:00,49.3,49.3,46.8,1.8,3.6,97,0,0,30.19,91,,30.19
2025-05-26T06:08:00-04:00,2025-05-26 06:08:00,48.7,48.7,46.5,2.2,3.8,97,0,0,30.19,92,4.23,30.19
2025-05-26T05:53:00-04:00,2025-05-26 05:53:00,48.2,48.2,46.3,1.6,2.9,97,0,0,30.18,93,,30.18
2025-05-26T05:38:00-04:00,2025-05-26 05:38:00,48.4,48.4,46.2,0.2,1.8,97,0,0,30.18,92,,30.18
2025-05-26T05:23:00-04:00,2025-05-26 05:23:00,48.7,48.7,46.2,0,0,97,0,0,30.17,91,,30.17
2025-05-26T05:08:00-04:00,2025-05-26 05:08:00,49.3,49.3,45.9,0,1.8,97,0,0,30.17,88,4.24,30.17
2025-05-26T04:53:00-04:00,2025-05-26 04:53:00,49.5,49.5,45.8,0.7,2.2,97,0,0,30.16,87,,30.16
2025-05-26T04:38:00-04:00,2025-05-26 04:38:00,49.8,49.8,45.8,2.7,3.8,97,0,0,30.16,86,,30.16
2025-05-26T04:23:00-04:00,2025-05-26 04:23:00,49.8,49.8,45.5,2.9,4.3,97,0,0,30.15,85,,30.15
2025-05-26T04:08:00-04:00,2025-05-26 04:08:00,50.4,50.4,45.7,3.6,5.4,97,0,0,30.15,84,4.25,30.15
2025-05-26T03:53:00-04:00,2025-05-26 03:53:00,50.4,50.4,45.7,4.3,5.8,97,0,0,30.14,84,,30.14
2025-05-26T03:38:00-04:00,2025-05-26 03:38:00,50.5,50.5,45.5,3.8,5.4,97,0,0,30.14,83,,30.14
2025-05-26T03:23:00-04:00,2025-05-26 03:23:00,50.5,50.5,45.5,3.8,6.7,97,0,0,30.14,83,,30.14
2025-05-26T03:08:00-04:00,2025-05-26 03:08:00,50.4,50.4,45.7,3.8,5.6,97,0,0,30.14,84,4.25,30.14
2025-05-26T02:53:00-04:00,2025-05-26 02:53:00,50.5,50.5,45.8,3.8,6,97,0,0,30.14,84,,30.14
2025-05-26T02:38:00-04:00,2025-05-26 02:38:00,50.7,50.7,46,4.3,6,97,0,0,30.14,84,,30.14
2025-05-26T02:23:00-04:00,2025-05-26 02:23:00,50.5,50.5,46.2,4.5,8.5,91,0,0,30.14,85,4.26,30.14
2025-05-26T02:08:00-04:00,2025-05-26 02:08:00,50.5,50.5,46.5,3.6,6.3,62,0,0,30.14,86,,30.14
2025-05-26T01:53:00-04:00,2025-05-26 01:53:00,50.4,50.4,46.7,2,4.3,93,0,0,30.14,87,,30.14
2025-05-26T01:38:00-04:00,2025-05-26 01:38:00,50.7,50.7,46.7,2,4.3,93,0,0,30.14,86,,30.14
2025-05-26T01:23:00-04:00,2025-05-26 01:23:00,50.9,50.9,46.6,3.1,5.1,93,0,0,30.14,85,4.27,30.14
2025-05-26T01:08:00-04:00,2025-05-26 01:08:00,51.1,51.1,46.7,1.3,3.6,93,0,0,30.14,85,,30.14
2025-05-26T00:53:00-04:00,2025-05-26 00:53:00,51.1,51.1,46.7,1.6,3.1,93,0,0,30.15,85,,30.15
2025-05-26T00:38:00-04:00,2025-05-26 00:38:00,51.3,51.3,46.6,1.6,2.5,93,0,0,30.15,84,,30.15
2025-05-26T00:23:00-04:00,2025-05-26 00:23:00,51.6,51.6,46.6,2.2,4,93,0,0,30.15,83,4.27,30.15
2025-05-26T00:08:00-04:00,2025-05-26 00:08:00,51.6,51.6,46.6,2,4.9,93,0,0,30.15,83,,30.15
2025-05-25T23:53:00-04:00,2025-05-25 23:53:00,51.8,51.8,46.5,1.1,2.2,93,0,0,30.15,82,,30.15
2025-05-25T23:38:00-04:00,2025-05-25 23:38:00,52,52,46.4,1.3,4,93,0,0,30.15,81,,30.15
2025-05-25T23:23:00-04:00,2025-05-25 23:23:00,52.2,52.2,46.2,2.7,5.1,93,0,0,30.15,80,4.27,30.15
2025-05-25T23:08:00-04:00,2025-05-25 23:08:00,52.2,52.2,46.2,2,3.6,93,0,0,30.15,80,,30.15
2025-05-25T22:53:00-04:00,2025-05-25 22:53:00,52.5,52.5,46.2,2.2,4.3,93,0,0,30.15,79,,30.15
2025-05-25T22:38:00-04:00,2025-05-25 22:38:00,52.5,52.5,46.2,3.6,5.8,93,0,0,30.14,79,,30.14
2025-05-25T22:23:00-04:00,2025-05-25 22:23:00,52.5,52.5,46.2,4.9,7.6,93,0,0,30.14,79,4.28,30.14
2025-05-25T22:08:00-04:00,2025-05-25 22:08:00,51.4,51.4,46.1,3.4,5.8,93,0,0,30.14,82,,30.14
2025-05-25T21:53:00-04:00,2025-05-25 21:53:00,52.2,52.2,46.2,1.3,4,93,0,0,30.14,80,,30.14
2025-05-25T21:38:00-04:00,2025-05-25 21:38:00,52.7,52.7,46.4,1.1,3.8,93,0,0,30.14,79,,30.14
2025-05-25T21:23:00-04:00,2025-05-25 21:23:00,53.2,53.2,46.2,3.6,5.6,93,0,0,30.13,77,4.29,30.13
2025-05-25T21:08:00-04:00,2025-05-25 21:08:00,53.4,53.4,46.4,4,6.3,93,0,0,30.12,77,,30.12
2025-05-25T20:53:00-04:00,2025-05-25 20:53:00,53.4,53.4,46.4,4.5,7.4,95,0,0,30.12,77,,30.12
2025-05-25T20:38:00-04:00,2025-05-25 20:38:00,53.4,53.4,46.7,3.6,6.3,99,0,0,30.11,78,,30.11
2025-05-25T20:23:00-04:00,2025-05-25 20:23:00,53.4,53.4,46,2.5,5.6,115,0,0,30.11,76,4.29,30.11
2025-05-25T20:08:00-04:00,2025-05-25 20:08:00,54.1,54.1,46,2.9,6.3,122,0,0,30.1,74,,30.1
2025-05-25T19:53:00-04:00,2025-05-25 19:53:00,54.5,54.5,45.7,5.6,9.4,118,0,0,30.1,72,,30.1
2025-05-25T19:38:00-04:00,2025-05-25 19:38:00,55.2,55.2,45.6,7.2,11.9,115,0,0,30.1,70,,30.1
2025-05-25T19:23:00-04:00,2025-05-25 19:23:00,55.6,55.6,45.2,8.5,14.3,109,0,0,30.09,68,4.3,30.09
2025-05-25T19:08:00-04:00,2025-05-25 19:08:00,56.1,56.1,44.9,10.1,16.3,110,0,0,30.09,66,,30.09
2025-05-25T18:53:00-04:00,2025-05-25 18:53:00,57,57,44.9,8.9,17.4,111,0,0,30.08,64,,30.08
2025-05-25T18:38:00-04:00,2025-05-25 18:38:00,57.2,57.2,45.5,6.7,11.4,108,0,0,30.08,65,,30.08
2025-05-25T18:23:00-04:00,2025-05-25 18:23:00,57.2,57.2,45.5,5.8,9.2,107,0,0,30.07,65,4.32,30.07
2025-05-25T18:08:00-04:00,2025-05-25 18:08:00,57.2,57.2,45.9,5.4,7.6,113,0,0,30.07,66,,30.07
2025-05-25T17:53:00-04:00,2025-05-25 17:53:00,57.4,57.4,45.3,5.1,8.9,99,0,0,30.07,64,,30.07
2025-05-25T17:38:00-04:00,2025-05-25 17:38:00,57.7,57.7,45.2,11.4,17.2,95,0,0,30.06,63,,30.06
2025-05-25T17:23:00-04:00,2025-05-25 17:23:00,58.3,58.3,45.8,7.6,15.2,75,0,0,30.06,63,4.5,30.06
2025-05-25T17:08:00-04:00,2025-05-25 17:08:00,57.4,57.4,46.1,7.4,14.8,65,0,0,30.06,66,,30.06
2025-05-25T16:53:00-04:00,2025-05-25 16:53:00,57.2,57.2,45.5,5.6,9.8,25,0,0,30.06,65,,30.06
2025-05-25T16:38:00-04:00,2025-05-25 16:38:00,57.6,57.6,45.1,4.9,7.6,359,0,0,30.05,63,4.51,30.05
2025-05-25T16:23:00-04:00,2025-05-25 16:23:00,58.8,58.8,45.4,1.3,9.2,221,0,0,30.05,61,,30.05
2025-05-25T16:08:00-04:00,2025-05-25 16:08:00,58.1,58.1,45.1,0.4,5.1,141,0,0,30.05,62,,30.05
2025-05-25T15:53:00-04:00,2025-05-25 15:53:00,57.2,57.2,45.5,3.8,7.8,108,0,0,30.05,65,,30.05
2025-05-25T15:38:00-04:00,2025-05-25 15:38:00,56.8,56.8,43.9,5.4,10.7,90,0,0,30.05,62,4.52,30.05
2025-05-25T15:23:00-04:00,2025-05-25 15:23:00,57.4,57.4,43.6,7.6,13,57,0,0,30.04,60,,30.04
2025-05-25T15:08:00-04:00,2025-05-25 15:08:00,58.1,58.1,43.8,8.7,14.1,69,0,0,30.04,59,,30.04
2025-05-25T14:53:00-04:00,2025-05-25 14:53:00,57.2,57.2,43.9,6.7,13.4,100,0,0,30.04,61,,30.04
2025-05-25T14:38:00-04:00,2025-05-25 14:38:00,56.3,56.3,43.9,7.8,12.1,99,0,0,30.04,63,4.53,30.04
2025-05-25T14:23:00-04:00,2025-05-25 14:23:00,55.8,55.8,44.2,9.6,13.6,103,0,0,30.05,65,,30.05
2025-05-25T14:08:00-04:00,2025-05-25 14:08:00,56.1,56.1,43.3,11.4,17.2,108,0,0,30.04,62,,30.04
2025-05-25T13:53:00-04:00,2025-05-25 13:53:00,56.3,56.3,43,8.9,13.6,104,0,0,30.04,61,,30.04
2025-05-25T13:38:00-04:00,2025-05-25 13:38:00,56.5,56.5,42.8,8.7,16.8,91,0,0,30.03,60,4.53,30.03
2025-05-25T13:23:00-04:00,2025-05-25 13:23:00,56.5,56.5,42.3,8.7,13.6,72,0,0,30.02,59,,30.02
2025-05-25T13:08:00-04:00,2025-05-25 13:08:00,56.5,56.5,42.8,8.1,12.8,88,0,0,30.02,60,,30.02
2025-05-25T12:53:00-04:00,2025-05-25 12:53:00,56.1,56.1,42.8,8.9,14.3,107,0,0,30.02,61,,30.02
2025-05-25T12:38:00-04:00,2025-05-25 12:38:00,55.9,55.9,43.1,8.3,17.7,96,0,0,30.01,62,4.53,30.01
2025-05-25T12:23:00-04:00,2025-05-25 12:23:00,55.6,55.6,43.2,8.3,13.6,108,0,0,30.01,63,,30.01
2025-05-25T12:08:00-04:00,2025-05-25 12:08:00,55.4,55.4,43,8.5,15,102,0,0,30.02,63,,30.02
2025-05-25T11:53:00-04:00,2025-05-25 11:53:00,55.4,55.4,43.4,6.9,11.4,108,0,0,30.01,64,,30.01
2025-05-25T11:38:00-04:00,2025-05-25 11:38:00,54.9,54.9,43.4,6.7,12.8,113,0,0,30.02,65,4.63,30.02
2025-05-25T11:23:00-04:00,2025-05-25 11:23:00,54.7,54.7,43.2,8.3,15.7,106,0,0,30.02,65,,30.02
2025-05-25T11:08:00-04:00,2025-05-25 11:08:00,54.7,54.7,42.8,9.8,16.8,96,0,0,30.01,64,,30.01
2025-05-25T10:53:00-04:00,2025-05-25 10:53:00,54.3,54.3,42.8,9.2,14.3,101,0,0,30.01,65,,30.01
2025-05-25T10:38:00-04:00,2025-05-25 10:38:00,54.3,54.3,43.2,8.9,17,119,0,0,30.02,66,4.67,30.02
2025-05-25T10:23:00-04:00,2025-05-25 10:23:00,54,54,42.5,11.2,17,102,0,0,30.02,65,,30.02
2025-05-25T10:08:00-04:00,2025-05-25 10:08:00,53.6,53.6,42.9,11,17.2,101,0,0,30.01,67,,30.01
2025-05-25T09:53:00-04:00,2025-05-25 09:53:00,53.1,53.1,43.2,9.4,17.9,92,0,0,30.02,69,,30.02
2025-05-25T09:38:00-04:00,2025-05-25 09:38:00,52.7,52.7,43.6,10.3,17,68,0,0,30.02,71,4.62,30.02
2025-05-25T09:23:00-04:00,2025-05-25 09:23:00,52.5,52.5,43.4,11.4,19.2,70,0,0,30.02,71,,30.02
2025-05-25T09:08:00-04:00,2025-05-25 09:08:00,52.2,52.2,43.8,9.4,17,73,0,0,30.02,73,,30.02
2025-05-25T08:53:00-04:00,2025-05-25 08:53:00,52,52,44,9.2,14.5,57,0,0,30.02,74,,30.02
2025-05-25T08:38:00-04:00,2025-05-25 08:38:00,51.8,51.8,44.1,9.2,15.4,67,0,0,30.01,75,4.55,30.01
2025-05-25T08:23:00-04:00,2025-05-25 08:23:00,51.1,51.1,43.8,7.4,14.3,71,0,0,30.01,76,,30.01
2025-05-25T08:08:00-04:00,2025-05-25 08:08:00,50.5,50.5,43.6,5.6,12.5,50,0,0,30.01,77,,30.01
2025-05-25T07:53:00-04:00,2025-05-25 07:53:00,49.8,46.9,43.2,7.2,12.1,56,0,0,30.01,78,,30.01
2025-05-25T07:38:00-04:00,2025-05-25 07:38:00,49.1,45.5,43.5,8.5,13,71,0,0,30.01,81,4.34,30.01
2025-05-25T07:23:00-04:00,2025-05-25 07:23:00,48.2,44.7,43,7.6,12.1,69,0,0,30.01,82,,30.01
2025-05-25T07:08:00-04:00,2025-05-25 07:08:00,47.8,44.4,42.9,7.4,11.6,65,0,0,30,83,,30
2025-05-25T06:53:00-04:00,2025-05-25 06:53:00,47.8,44.6,43.2,6.9,13.2,66,0,0,30,84,,30
2025-05-25T06:38:00-04:00,2025-05-25 06:38:00,47.5,44.4,42.9,6.5,9.2,63,0,0,29.99,84,4.25,29.99
2025-05-25T06:23:00-04:00,2025-05-25 06:23:00,47.5,45.1,42.9,5.4,7.8,59,0,0,29.99,84,,29.99
2025-05-25T06:08:00-04:00,2025-05-25 06:08:00,47.5,44.7,42.9,6,9.6,58,0,0,29.99,84,,29.99
2025-05-25T05:53:00-04:00,2025-05-25 05:53:00,47.5,44.4,42.9,6.5,9.8,61,0,0,29.98,84,,29.98
2025-05-25T05:38:00-04:00,2025-05-25 05:38:00,47.5,44.2,42.9,6.9,9.8,64,0,0,29.98,84,4.25,29.98
2025-05-25T05:23:00-04:00,2025-05-25 05:23:00,47.5,44.3,42.9,6.7,9.8,61,0,0,29.98,84,,29.98
2025-05-25T05:08:00-04:00,2025-05-25 05:08:00,47.5,44.1,42.6,7.2,11.4,63,0,0,29.98,83,,29.98
2025-05-25T04:53:00-04:00,2025-05-25 04:53:00,47.3,43.5,43,8.1,11.2,64,0,0,29.97,85,,29.97
2025-05-25T04:38:00-04:00,2025-05-25 04:38:00,47.3,44.2,43.3,6.5,10.3,59,0,0,29.97,86,4.26,29.97
2025-05-25T04:23:00-04:00,2025-05-25 04:23:00,47.5,44.4,43.5,6.5,9.8,60,0,0,29.97,86,,29.97
2025-05-25T04:08:00-04:00,2025-05-25 04:08:00,47.3,45.1,43.3,4.9,6.9,62,0,0,29.97,86,,29.97
2025-05-25T03:53:00-04:00,2025-05-25 03:53:00,47.3,44.8,43.6,5.4,8.5,68,0,0,29.97,87,,29.97
2025-05-25T03:38:00-04:00,2025-05-25 03:38:00,47.1,45,43.4,4.7,6.9,55,0,0,29.97,87,4.26,29.97
2025-05-25T03:23:00-04:00,2025-05-25 03:23:00,47.3,45.4,43.6,4.5,7.2,53,0,0,29.96,87,,29.96
2025-05-25T03:08:00-04:00,2025-05-25 03:08:00,47.5,44.8,43.5,5.8,9.2,47,0,0,29.96,86,,29.96
2025-05-25T02:53:00-04:00,2025-05-25 02:53:00,47.3,45,43.3,5.1,8.1,37,0,0,29.96,86,,29.96
2025-05-25T02:38:00-04:00,2025-05-25 02:38:00,47.1,44.7,43.1,5.1,9.2,36,0,0,29.96,86,4.27,29.96
2025-05-25T02:23:00-04:00,2025-05-25 02:23:00,47.1,44.9,43.4,4.9,6.7,29,0,0,29.96,87,,29.96
2025-05-25T02:08:00-04:00,2025-05-25 02:08:00,47.1,45.2,43.4,4.5,7.2,52,0,0,29.96,87,,29.96
2025-05-25T01:53:00-04:00,2025-05-25 01:53:00,47.1,44.7,43.4,5.1,7.4,56,0,0,29.95,87,,29.95
2025-05-25T01:38:00-04:00,2025-05-25 01:38:00,47.1,44.2,43.1,6,9.2,58,0,0,29.95,86,4.27,29.95
