fish_id,trip_id,site_number,site_name,sample_id,species_name,species_code,sex,field_length_mm,lab_length_mm,weight_g,notes
,12,22,Snow Island,,mummichog,mmg,,40,,,
,12,22,Snow Island,,mummichog,mmg,,52,,,
,12,22,Snow Island,,mummichog,mmg,,44,,,
,12,22,Snow Island,,mummichog,mmg,,54,,,
,12,22,Snow Island,,mummichog,mmg,,54,,,
,12,22,Snow Island,,mummichog,mmg,,57,,,
,12,22,Snow Island,,mummichog,mmg,,41,,,
,12,22,Snow Island,,mummichog,mmg,,56,,,
,12,22,Snow Island,,atlantic silverside,asv,,44,,,
,12,22,Snow Island,,atlantic silverside,asv,,61,,,
,12,22,Snow Island,,atlantic silverside,asv,,59,,,
,12,22,Snow Island,,atlantic silverside,asv,,53,,,
,12,22,Snow Island,,green crab,gc,M,32,,,
,12,22,Snow Island,,green crab,gc,M,44,,,
,12,22,Snow Island,,green crab,gc,F,36,,,
,12,22,Snow Island,,green crab,gc,F,36,,,
,12,22,Snow Island,,green crab,gc,M,31,,,
,12,22,Snow Island,,green crab,gc,F,28,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,117,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,109,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,97,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,117,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,102,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,95,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,129,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,71,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,90,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,78,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,97,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,75,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,111,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,90,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,79,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,114,,,
,12,21,Orrs Cove,,atlantic silverside,asv,,55,,,
,12,21,Orrs Cove,,crevalle jack,cvj,,43,,,
