"species","week","year","catch"
"rock gunnel",31,2018,NA
"american shad",31,2018,NA
"atlantic menhaden",31,2018,NA
"bluefish",31,2018,NA
"ninespine stickleback",31,2018,NA
"red hake",31,2018,NA
"spotted hake",31,2018,NA
"longhorn sculpin",31,2018,NA
"threespine stickleback",31,2018,NA
"blueback herring",31,2018,NA
"american eel",31,2018,NA
"northern puffer",31,2018,NA
"lumpfish",31,2018,NA
"white mullet",31,2018,NA
"grubby",31,2018,NA
"shortnose sturgeon",31,2018,NA
"permit",31,2018,NA
"crevalle jack",31,2018,NA
"cunner",31,2018,NA
"summer flounder",31,2018,NA
"atlantic mackerel",31,2018,NA
"fourspine stickleback",31,2018,NA
"northern pipefish",32,2018,0
"shorthorn sculpin",32,2018,0
"atlantic tomcod",32,2018,0
"winter flounder",32,2018,0
"atlantic cod",32,2018,0
"american sand lance",32,2018,0
"mummichog",32,2018,86
"atlantic silverside",32,2018,1212
"alewife",32,2018,390
"atlantic herring",32,2018,39
"striped bass",32,2018,0
"white hake",32,2018,0
"saithe",32,2018,0
"rock gunnel",32,2018,0
"american shad",32,2018,0
"atlantic menhaden",32,2018,0
"bluefish",32,2018,0
"ninespine stickleback",32,2018,0
"red hake",32,2018,0
"spotted hake",32,2018,0
"longhorn sculpin",32,2018,0
"threespine stickleback",32,2018,0
"blueback herring",32,2018,0
"american eel",32,2018,0
"northern puffer",32,2018,0
"lumpfish",32,2018,0
"white mullet",32,2018,0
"grubby",32,2018,0
"shortnose sturgeon",32,2018,0
"permit",32,2018,0
"crevalle jack",32,2018,0
"cunner",32,2018,0
"summer flounder",32,2018,0
"atlantic mackerel",32,2018,0
"fourspine stickleback",32,2018,0
"northern pipefish",33,2018,NA
"shorthorn sculpin",33,2018,NA
"atlantic tomcod",33,2018,NA
"winter flounder",33,2018,NA
"atlantic cod",33,2018,NA
"american sand lance",33,2018,NA
"mummichog",33,2018,NA
"atlantic silverside",33,2018,NA
"alewife",33,2018,NA
"atlantic herring",33,2018,NA
"striped bass",33,2018,NA
"white hake",33,2018,NA
"saithe",33,2018,NA
"rock gunnel",33,2018,NA
"american shad",33,2018,NA
"atlantic menhaden",33,2018,NA
"bluefish",33,2018,NA
"ninespine stickleback",33,2018,NA
"red hake",33,2018,NA
"spotted hake",33,2018,NA
"longhorn sculpin",33,2018,NA
"threespine stickleback",33,2018,NA
"blueback herring",33,2018,NA
"american eel",33,2018,NA
"northern puffer",33,2018,NA
"lumpfish",33,2018,NA
"white mullet",33,2018,NA
"grubby",33,2018,NA
"shortnose sturgeon",33,2018,NA
"permit",33,2018,NA
"crevalle jack",33,2018,NA
"cunner",33,2018,NA
"summer flounder",33,2018,NA
"atlantic mackerel",33,2018,NA
"fourspine stickleback",33,2018,NA
"northern pipefish",34,2018,0
"shorthorn sculpin",34,2018,0
"atlantic tomcod",34,2018,0
"winter flounder",34,2018,14
"atlantic cod",34,2018,0
"american sand lance",34,2018,0
"mummichog",34,2018,51
"atlantic silverside",34,2018,3474
"alewife",34,2018,28
"atlantic herring",34,2018,0
"striped bass",34,2018,0
"white hake",34,2018,0
"saithe",34,2018,0
"rock gunnel",34,2018,0
"american shad",34,2018,0
"atlantic menhaden",34,2018,0
"bluefish",34,2018,0
"ninespine stickleback",34,2018,0
"red hake",34,2018,0
"spotted hake",34,2018,0
"longhorn sculpin",34,2018,0
"threespine stickleback",34,2018,0
"blueback herring",34,2018,0
"american eel",34,2018,0
"northern puffer",34,2018,0
"lumpfish",34,2018,0
"white mullet",34,2018,0
"grubby",34,2018,0
"shortnose sturgeon",34,2018,0
"permit",34,2018,0
"crevalle jack",34,2018,0
"cunner",34,2018,0
"summer flounder",34,2018,0
"atlantic mackerel",34,2018,0
"fourspine stickleback",34,2018,0
"northern pipefish",35,2018,NA
"shorthorn sculpin",35,2018,NA
"atlantic tomcod",35,2018,NA
"winter flounder",35,2018,NA
"atlantic cod",35,2018,NA
"american sand lance",35,2018,NA
"mummichog",35,2018,NA
"atlantic silverside",35,2018,NA
"alewife",35,2018,NA
"atlantic herring",35,2018,NA
"striped bass",35,2018,NA
"white hake",35,2018,NA
"saithe",35,2018,NA
"rock gunnel",35,2018,NA
"american shad",35,2018,NA
"atlantic menhaden",35,2018,NA
"bluefish",35,2018,NA
"ninespine stickleback",35,2018,NA
"red hake",35,2018,NA
"spotted hake",35,2018,NA
"longhorn sculpin",35,2018,NA
"threespine stickleback",35,2018,NA
"blueback herring",35,2018,NA
"american eel",35,2018,NA
"northern puffer",35,2018,NA
"lumpfish",35,2018,NA
"white mullet",35,2018,NA
"grubby",35,2018,NA
"shortnose sturgeon",35,2018,NA
"permit",35,2018,NA
"crevalle jack",35,2018,NA
"cunner",35,2018,NA
"summer flounder",35,2018,NA
"atlantic mackerel",35,2018,NA
"fourspine stickleback",35,2018,NA
"northern pipefish",36,2018,0
"shorthorn sculpin",36,2018,0
"atlantic tomcod",36,2018,0
"winter flounder",36,2018,6
"atlantic cod",36,2018,0
"american sand lance",36,2018,0
"mummichog",36,2018,19
"atlantic silverside",36,2018,717
"alewife",36,2018,1
"atlantic herring",36,2018,0
"striped bass",36,2018,0
"white hake",36,2018,0
"saithe",36,2018,0
"rock gunnel",36,2018,0
"american shad",36,2018,0
"atlantic menhaden",36,2018,0
"bluefish",36,2018,0
"ninespine stickleback",36,2018,0
"red hake",36,2018,0
"spotted hake",36,2018,0
"longhorn sculpin",36,2018,0
"threespine stickleback",36,2018,0
"blueback herring",36,2018,0
"american eel",36,2018,0
"northern puffer",36,2018,0
"lumpfish",36,2018,0
"white mullet",36,2018,0
"grubby",36,2018,0
"shortnose sturgeon",36,2018,0
"permit",36,2018,0
"crevalle jack",36,2018,0
"cunner",36,2018,0
"summer flounder",36,2018,0
"atlantic mackerel",36,2018,0
"fourspine stickleback",36,2018,0
"northern pipefish",37,2018,NA
"shorthorn sculpin",37,2018,NA
"atlantic tomcod",37,2018,NA
"winter flounder",37,2018,NA
"atlantic cod",37,2018,NA
"american sand lance",37,2018,NA
"mummichog",37,2018,NA
"atlantic silverside",37,2018,NA
"alewife",37,2018,NA
"atlantic herring",37,2018,NA
"striped bass",37,2018,NA
"white hake",37,2018,NA
"saithe",37,2018,NA
"rock gunnel",37,2018,NA
"american shad",37,2018,NA
"atlantic menhaden",37,2018,NA
"bluefish",37,2018,NA
"ninespine stickleback",37,2018,NA
"red hake",37,2018,NA
"spotted hake",37,2018,NA
"longhorn sculpin",37,2018,NA
"threespine stickleback",37,2018,NA
"blueback herring",37,2018,NA
"american eel",37,2018,NA
"northern puffer",37,2018,NA
"lumpfish",37,2018,NA
"white mullet",37,2018,NA
"grubby",37,2018,NA
"shortnose sturgeon",37,2018,NA
"permit",37,2018,NA
"crevalle jack",37,2018,NA
"cunner",37,2018,NA
"summer flounder",37,2018,NA
"atlantic mackerel",37,2018,NA
"fourspine stickleback",37,2018,NA
"northern pipefish",38,2018,NA
"shorthorn sculpin",38,2018,NA
"atlantic tomcod",38,2018,NA
"winter flounder",38,2018,NA
"atlantic cod",38,2018,NA
"american sand lance",38,2018,NA
"mummichog",38,2018,NA
"atlantic silverside",38,2018,NA
"alewife",38,2018,NA
"atlantic herring",38,2018,NA
"striped bass",38,2018,NA
"white hake",38,2018,NA
"saithe",38,2018,NA
"rock gunnel",38,2018,NA
"american shad",38,2018,NA
"atlantic menhaden",38,2018,NA
"bluefish",38,2018,NA
"ninespine stickleback",38,2018,NA
"red hake",38,2018,NA
"spotted hake",38,2018,NA
"longhorn sculpin",38,2018,NA
"threespine stickleback",38,2018,NA
"blueback herring",38,2018,NA
"american eel",38,2018,NA
"northern puffer",38,2018,NA
"lumpfish",38,2018,NA
"white mullet",38,2018,NA
"grubby",38,2018,NA
"shortnose sturgeon",38,2018,NA
"permit",38,2018,NA
"crevalle jack",38,2018,NA
"cunner",38,2018,NA
"summer flounder",38,2018,NA
"atlantic mackerel",38,2018,NA
"fourspine stickleback",38,2018,NA
"northern pipefish",39,2018,NA
"shorthorn sculpin",39,2018,NA
"atlantic tomcod",39,2018,NA
"winter flounder",39,2018,NA
"atlantic cod",39,2018,NA
"american sand lance",39,2018,NA
"mummichog",39,2018,NA
"atlantic silverside",39,2018,NA
"alewife",39,2018,NA
"atlantic herring",39,2018,NA
"striped bass",39,2018,NA
"white hake",39,2018,NA
"saithe",39,2018,NA
"rock gunnel",39,2018,NA
"american shad",39,2018,NA
"atlantic menhaden",39,2018,NA
"bluefish",39,2018,NA
"ninespine stickleback",39,2018,NA
"red hake",39,2018,NA
"spotted hake",39,2018,NA
"longhorn sculpin",39,2018,NA
"threespine stickleback",39,2018,NA
"blueback herring",39,2018,NA
"american eel",39,2018,NA
"northern puffer",39,2018,NA
"lumpfish",39,2018,NA
"white mullet",39,2018,NA
"grubby",39,2018,NA
"shortnose sturgeon",39,2018,NA
"permit",39,2018,NA
"crevalle jack",39,2018,NA
"cunner",39,2018,NA
"summer flounder",39,2018,NA
"atlantic mackerel",39,2018,NA
"fourspine stickleback",39,2018,NA
"northern pipefish",22,2019,NA
"shorthorn sculpin",22,2019,NA
"atlantic tomcod",22,2019,NA
"winter flounder",22,2019,NA
"atlantic cod",22,2019,NA
"american sand lance",22,2019,NA
"mummichog",22,2019,NA
"atlantic silverside",22,2019,NA
"alewife",22,2019,NA
"atlantic herring",22,2019,NA
"striped bass",22,2019,NA
"white hake",22,2019,NA
"saithe",22,2019,NA
"rock gunnel",22,2019,NA
"american shad",22,2019,NA
"atlantic menhaden",22,2019,NA
"bluefish",22,2019,NA
"ninespine stickleback",22,2019,NA
"red hake",22,2019,NA
"spotted hake",22,2019,NA
"longhorn sculpin",22,2019,NA
"threespine stickleback",22,2019,NA
"blueback herring",22,2019,NA
"american eel",22,2019,NA
"northern puffer",22,2019,NA
"lumpfish",22,2019,NA
"white mullet",22,2019,NA
"grubby",22,2019,NA
"shortnose sturgeon",22,2019,NA
"permit",22,2019,NA
"crevalle jack",22,2019,NA
"cunner",22,2019,NA
"summer flounder",22,2019,NA
"atlantic mackerel",22,2019,NA
"fourspine stickleback",22,2019,NA
"northern pipefish",23,2019,NA
"shorthorn sculpin",23,2019,NA
"atlantic tomcod",23,2019,NA
"winter flounder",23,2019,NA
"atlantic cod",23,2019,NA
"american sand lance",23,2019,NA
"mummichog",23,2019,NA
"atlantic silverside",23,2019,NA
"alewife",23,2019,NA
"atlantic herring",23,2019,NA
"striped bass",23,2019,NA
"white hake",23,2019,NA
"saithe",23,2019,NA
"rock gunnel",23,2019,NA
"american shad",23,2019,NA
"atlantic menhaden",23,2019,NA
"bluefish",23,2019,NA
"ninespine stickleback",23,2019,NA
"red hake",23,2019,NA
"spotted hake",23,2019,NA
"longhorn sculpin",23,2019,NA
"threespine stickleback",23,2019,NA
"blueback herring",23,2019,NA
"american eel",23,2019,NA
"northern puffer",23,2019,NA
"lumpfish",23,2019,NA
"white mullet",23,2019,NA
"grubby",23,2019,NA
"shortnose sturgeon",23,2019,NA
"permit",23,2019,NA
"crevalle jack",23,2019,NA
"cunner",23,2019,NA
"summer flounder",23,2019,NA
"atlantic mackerel",23,2019,NA
"fourspine stickleback",23,2019,NA
"northern pipefish",24,2019,0
"shorthorn sculpin",24,2019,0
"atlantic tomcod",24,2019,2
"winter flounder",24,2019,0
"atlantic cod",24,2019,0
"american sand lance",24,2019,0
"mummichog",24,2019,0
"atlantic silverside",24,2019,226
"alewife",24,2019,0
"atlantic herring",24,2019,0
"striped bass",24,2019,1
"white hake",24,2019,0
"saithe",24,2019,0
"rock gunnel",24,2019,0
"american shad",24,2019,0
"atlantic menhaden",24,2019,0
"bluefish",24,2019,0
"ninespine stickleback",24,2019,0
"red hake",24,2019,0
"spotted hake",24,2019,0
"longhorn sculpin",24,2019,0
"threespine stickleback",24,2019,0
"blueback herring",24,2019,0
"american eel",24,2019,0
"northern puffer",24,2019,0
"lumpfish",24,2019,0
"white mullet",24,2019,0
"grubby",24,2019,2
"shortnose sturgeon",24,2019,0
"permit",24,2019,0
"crevalle jack",24,2019,0
"cunner",24,2019,0
"summer flounder",24,2019,0
"atlantic mackerel",24,2019,0
"fourspine stickleback",24,2019,0
"northern pipefish",25,2019,NA
"shorthorn sculpin",25,2019,NA
"atlantic tomcod",25,2019,NA
"winter flounder",25,2019,NA
"atlantic cod",25,2019,NA
"american sand lance",25,2019,NA
"mummichog",25,2019,NA
"atlantic silverside",25,2019,NA
"alewife",25,2019,NA
"atlantic herring",25,2019,NA
"striped bass",25,2019,NA
"white hake",25,2019,NA
"saithe",25,2019,NA
"rock gunnel",25,2019,NA
"american shad",25,2019,NA
"atlantic menhaden",25,2019,NA
"bluefish",25,2019,NA
"ninespine stickleback",25,2019,NA
"red hake",25,2019,NA
"spotted hake",25,2019,NA
"longhorn sculpin",25,2019,NA
"threespine stickleback",25,2019,NA
"blueback herring",25,2019,NA
"american eel",25,2019,NA
"northern puffer",25,2019,NA
"lumpfish",25,2019,NA
"white mullet",25,2019,NA
"grubby",25,2019,NA
"shortnose sturgeon",25,2019,NA
"permit",25,2019,NA
"crevalle jack",25,2019,NA
"cunner",25,2019,NA
"summer flounder",25,2019,NA
"atlantic mackerel",25,2019,NA
"fourspine stickleback",25,2019,NA
"northern pipefish",26,2019,NA
"shorthorn sculpin",26,2019,NA
"atlantic tomcod",26,2019,NA
"winter flounder",26,2019,NA
"atlantic cod",26,2019,NA
"american sand lance",26,2019,NA
"mummichog",26,2019,NA
"atlantic silverside",26,2019,NA
"alewife",26,2019,NA
"atlantic herring",26,2019,NA
"striped bass",26,2019,NA
"white hake",26,2019,NA
"saithe",26,2019,NA
"rock gunnel",26,2019,NA
"american shad",26,2019,NA
"atlantic menhaden",26,2019,NA
"bluefish",26,2019,NA
"ninespine stickleback",26,2019,NA
"red hake",26,2019,NA
"spotted hake",26,2019,NA
"longhorn sculpin",26,2019,NA
"threespine stickleback",26,2019,NA
"blueback herring",26,2019,NA
"american eel",26,2019,NA
"northern puffer",26,2019,NA
"lumpfish",26,2019,NA
"white mullet",26,2019,NA
"grubby",26,2019,NA
"shortnose sturgeon",26,2019,NA
"permit",26,2019,NA
"crevalle jack",26,2019,NA
"cunner",26,2019,NA
"summer flounder",26,2019,NA
"atlantic mackerel",26,2019,NA
"fourspine stickleback",26,2019,NA
"northern pipefish",27,2019,0
"shorthorn sculpin",27,2019,0
"atlantic tomcod",27,2019,4
"winter flounder",27,2019,35
"atlantic cod",27,2019,0
"american sand lance",27,2019,0
"mummichog",27,2019,2
"atlantic silverside",27,2019,14
"alewife",27,2019,0
"atlantic herring",27,2019,546
"striped bass",27,2019,0
"white hake",27,2019,0
"saithe",27,2019,2
"rock gunnel",27,2019,0
"american shad",27,2019,0
"atlantic menhaden",27,2019,0
"bluefish",27,2019,0
"ninespine stickleback",27,2019,0
"red hake",27,2019,0
"spotted hake",27,2019,0
"longhorn sculpin",27,2019,0
"threespine stickleback",27,2019,0
"blueback herring",27,2019,0
"american eel",27,2019,0
"northern puffer",27,2019,0
"lumpfish",27,2019,0
"white mullet",27,2019,0
"grubby",27,2019,2
"shortnose sturgeon",27,2019,0
"permit",27,2019,0
"crevalle jack",27,2019,0
"cunner",27,2019,0
"summer flounder",27,2019,0
"atlantic mackerel",27,2019,0
"fourspine stickleback",27,2019,0
"northern pipefish",28,2019,NA
"shorthorn sculpin",28,2019,NA
"atlantic tomcod",28,2019,NA
"winter flounder",28,2019,NA
"atlantic cod",28,2019,NA
"american sand lance",28,2019,NA
"mummichog",28,2019,NA
"atlantic silverside",28,2019,NA
"alewife",28,2019,NA
"atlantic herring",28,2019,NA
"striped bass",28,2019,NA
"white hake",28,2019,NA
"saithe",28,2019,NA
"rock gunnel",28,2019,NA
"american shad",28,2019,NA
"atlantic menhaden",28,2019,NA
"bluefish",28,2019,NA
"ninespine stickleback",28,2019,NA
"red hake",28,2019,NA
"spotted hake",28,2019,NA
"longhorn sculpin",28,2019,NA
"threespine stickleback",28,2019,NA
"blueback herring",28,2019,NA
"american eel",28,2019,NA
"northern puffer",28,2019,NA
"lumpfish",28,2019,NA
"white mullet",28,2019,NA
"grubby",28,2019,NA
"shortnose sturgeon",28,2019,NA
"permit",28,2019,NA
"crevalle jack",28,2019,NA
"cunner",28,2019,NA
"summer flounder",28,2019,NA
"atlantic mackerel",28,2019,NA
"fourspine stickleback",28,2019,NA
"northern pipefish",29,2019,NA
"shorthorn sculpin",29,2019,NA
"atlantic tomcod",29,2019,NA
"winter flounder",29,2019,NA
"atlantic cod",29,2019,NA
"american sand lance",29,2019,NA
"mummichog",29,2019,NA
"atlantic silverside",29,2019,NA
"alewife",29,2019,NA
"atlantic herring",29,2019,NA
"striped bass",29,2019,NA
"white hake",29,2019,NA
"saithe",29,2019,NA
"rock gunnel",29,2019,NA
"american shad",29,2019,NA
"atlantic menhaden",29,2019,NA
"bluefish",29,2019,NA
"ninespine stickleback",29,2019,NA
"red hake",29,2019,NA
"spotted hake",29,2019,NA
"longhorn sculpin",29,2019,NA
"threespine stickleback",29,2019,NA
"blueback herring",29,2019,NA
"american eel",29,2019,NA
"northern puffer",29,2019,NA
"lumpfish",29,2019,NA
"white mullet",29,2019,NA
"grubby",29,2019,NA
"shortnose sturgeon",29,2019,NA
"permit",29,2019,NA
"crevalle jack",29,2019,NA
"cunner",29,2019,NA
"summer flounder",29,2019,NA
"atlantic mackerel",29,2019,NA
"fourspine stickleback",29,2019,NA
"northern pipefish",30,2019,NA
"shorthorn sculpin",30,2019,NA
"atlantic tomcod",30,2019,NA
"winter flounder",30,2019,NA
"atlantic cod",30,2019,NA
"american sand lance",30,2019,NA
"mummichog",30,2019,NA
"atlantic silverside",30,2019,NA
"alewife",30,2019,NA
"atlantic herring",30,2019,NA
"striped bass",30,2019,NA
"white hake",30,2019,NA
"saithe",30,2019,NA
"rock gunnel",30,2019,NA
"american shad",30,2019,NA
"atlantic menhaden",30,2019,NA
"bluefish",30,2019,NA
"ninespine stickleback",30,2019,NA
"red hake",30,2019,NA
"spotted hake",30,2019,NA
"longhorn sculpin",30,2019,NA
"threespine stickleback",30,2019,NA
"blueback herring",30,2019,NA
"american eel",30,2019,NA
"northern puffer",30,2019,NA
"lumpfish",30,2019,NA
"white mullet",30,2019,NA
"grubby",30,2019,NA
"shortnose sturgeon",30,2019,NA
"permit",30,2019,NA
"crevalle jack",30,2019,NA
"cunner",30,2019,NA
"summer flounder",30,2019,NA
"atlantic mackerel",30,2019,NA
"fourspine stickleback",30,2019,NA
"northern pipefish",31,2019,NA
"shorthorn sculpin",31,2019,NA
"atlantic tomcod",31,2019,NA
"winter flounder",31,2019,NA
"atlantic cod",31,2019,NA
"american sand lance",31,2019,NA
"mummichog",31,2019,NA
"atlantic silverside",31,2019,NA
"alewife",31,2019,NA
"atlantic herring",31,2019,NA
"striped bass",31,2019,NA
"white hake",31,2019,NA
"saithe",31,2019,NA
"rock gunnel",31,2019,NA
"american shad",31,2019,NA
"atlantic menhaden",31,2019,NA
"bluefish",31,2019,NA
"ninespine stickleback",31,2019,NA
"red hake",31,2019,NA
"spotted hake",31,2019,NA
"longhorn sculpin",31,2019,NA
"threespine stickleback",31,2019,NA
"blueback herring",31,2019,NA
"american eel",31,2019,NA
"northern puffer",31,2019,NA
"lumpfish",31,2019,NA
"white mullet",31,2019,NA
"grubby",31,2019,NA
"shortnose sturgeon",31,2019,NA
"permit",31,2019,NA
"crevalle jack",31,2019,NA
"cunner",31,2019,NA
"summer flounder",31,2019,NA
"atlantic mackerel",31,2019,NA
"fourspine stickleback",31,2019,NA
"northern pipefish",32,2019,NA
"shorthorn sculpin",32,2019,NA
"atlantic tomcod",32,2019,NA
"winter flounder",32,2019,NA
"atlantic cod",32,2019,NA
"american sand lance",32,2019,NA
"mummichog",32,2019,NA
"atlantic silverside",32,2019,NA
"alewife",32,2019,NA
"atlantic herring",32,2019,NA
"striped bass",32,2019,NA
"white hake",32,2019,NA
"saithe",32,2019,NA
"rock gunnel",32,2019,NA
"american shad",32,2019,NA
"atlantic menhaden",32,2019,NA
"bluefish",32,2019,NA
"ninespine stickleback",32,2019,NA
"red hake",32,2019,NA
"spotted hake",32,2019,NA
"longhorn sculpin",32,2019,NA
"threespine stickleback",32,2019,NA
"blueback herring",32,2019,NA
"american eel",32,2019,NA
"northern puffer",32,2019,NA
"lumpfish",32,2019,NA
"white mullet",32,2019,NA
"grubby",32,2019,NA
"shortnose sturgeon",32,2019,NA
"permit",32,2019,NA
"crevalle jack",32,2019,NA
"cunner",32,2019,NA
"summer flounder",32,2019,NA
"atlantic mackerel",32,2019,NA
"fourspine stickleback",32,2019,NA
"northern pipefish",33,2019,NA
"shorthorn sculpin",33,2019,NA
"atlantic tomcod",33,2019,NA
"winter flounder",33,2019,NA
"atlantic cod",33,2019,NA
"american sand lance",33,2019,NA
"mummichog",33,2019,NA
"atlantic silverside",33,2019,NA
"alewife",33,2019,NA
"atlantic herring",33,2019,NA
"striped bass",33,2019,NA
"white hake",33,2019,NA
"saithe",33,2019,NA
"rock gunnel",33,2019,NA
"american shad",33,2019,NA
"atlantic menhaden",33,2019,NA
"bluefish",33,2019,NA
"ninespine stickleback",33,2019,NA
"red hake",33,2019,NA
"spotted hake",33,2019,NA
"longhorn sculpin",33,2019,NA
"threespine stickleback",33,2019,NA
"blueback herring",33,2019,NA
"american eel",33,2019,NA
"northern puffer",33,2019,NA
"lumpfish",33,2019,NA
"white mullet",33,2019,NA
"grubby",33,2019,NA
"shortnose sturgeon",33,2019,NA
"permit",33,2019,NA
"crevalle jack",33,2019,NA
"cunner",33,2019,NA
"summer flounder",33,2019,NA
"atlantic mackerel",33,2019,NA
"fourspine stickleback",33,2019,NA
"northern pipefish",34,2019,NA
"shorthorn sculpin",34,2019,NA
"atlantic tomcod",34,2019,NA
"winter flounder",34,2019,NA
"atlantic cod",34,2019,NA
"american sand lance",34,2019,NA
"mummichog",34,2019,NA
"atlantic silverside",34,2019,NA
"alewife",34,2019,NA
"atlantic herring",34,2019,NA
"striped bass",34,2019,NA
"white hake",34,2019,NA
"saithe",34,2019,NA
"rock gunnel",34,2019,NA
"american shad",34,2019,NA
"atlantic menhaden",34,2019,NA
"bluefish",34,2019,NA
"ninespine stickleback",34,2019,NA
"red hake",34,2019,NA
"spotted hake",34,2019,NA
"longhorn sculpin",34,2019,NA
"threespine stickleback",34,2019,NA
"blueback herring",34,2019,NA
"american eel",34,2019,NA
"northern puffer",34,2019,NA
"lumpfish",34,2019,NA
"white mullet",34,2019,NA
"grubby",34,2019,NA
"shortnose sturgeon",34,2019,NA
"permit",34,2019,NA
"crevalle jack",34,2019,NA
"cunner",34,2019,NA
"summer flounder",34,2019,NA
"atlantic mackerel",34,2019,NA
"fourspine stickleback",34,2019,NA
"northern pipefish",35,2019,NA
"shorthorn sculpin",35,2019,NA
"atlantic tomcod",35,2019,NA
"winter flounder",35,2019,NA
"atlantic cod",35,2019,NA
"american sand lance",35,2019,NA
"mummichog",35,2019,NA
"atlantic silverside",35,2019,NA
"alewife",35,2019,NA
"atlantic herring",35,2019,NA
"striped bass",35,2019,NA
"white hake",35,2019,NA
"saithe",35,2019,NA
"rock gunnel",35,2019,NA
"american shad",35,2019,NA
"atlantic menhaden",35,2019,NA
"bluefish",35,2019,NA
"ninespine stickleback",35,2019,NA
"red hake",35,2019,NA
"spotted hake",35,2019,NA
"longhorn sculpin",35,2019,NA
"threespine stickleback",35,2019,NA
"blueback herring",35,2019,NA
"american eel",35,2019,NA
"northern puffer",35,2019,NA
"lumpfish",35,2019,NA
"white mullet",35,2019,NA
"grubby",35,2019,NA
"shortnose sturgeon",35,2019,NA
"permit",35,2019,NA
"crevalle jack",35,2019,NA
"cunner",35,2019,NA
"summer flounder",35,2019,NA
"atlantic mackerel",35,2019,NA
"fourspine stickleback",35,2019,NA
"northern pipefish",36,2019,NA
"shorthorn sculpin",36,2019,NA
"atlantic tomcod",36,2019,NA
"winter flounder",36,2019,NA
"atlantic cod",36,2019,NA
"american sand lance",36,2019,NA
"mummichog",36,2019,NA
"atlantic silverside",36,2019,NA
"alewife",36,2019,NA
"atlantic herring",36,2019,NA
"striped bass",36,2019,NA
"white hake",36,2019,NA
"saithe",36,2019,NA
"rock gunnel",36,2019,NA
"american shad",36,2019,NA
"atlantic menhaden",36,2019,NA
"bluefish",36,2019,NA
"ninespine stickleback",36,2019,NA
"red hake",36,2019,NA
"spotted hake",36,2019,NA
"longhorn sculpin",36,2019,NA
"threespine stickleback",36,2019,NA
"blueback herring",36,2019,NA
"american eel",36,2019,NA
"northern puffer",36,2019,NA
"lumpfish",36,2019,NA
"white mullet",36,2019,NA
"grubby",36,2019,NA
"shortnose sturgeon",36,2019,NA
"permit",36,2019,NA
"crevalle jack",36,2019,NA
"cunner",36,2019,NA
"summer flounder",36,2019,NA
"atlantic mackerel",36,2019,NA
"fourspine stickleback",36,2019,NA
"northern pipefish",37,2019,NA
"shorthorn sculpin",37,2019,NA
"atlantic tomcod",37,2019,NA
"winter flounder",37,2019,NA
"atlantic cod",37,2019,NA
"american sand lance",37,2019,NA
"mummichog",37,2019,NA
"atlantic silverside",37,2019,NA
"alewife",37,2019,NA
"atlantic herring",37,2019,NA
"striped bass",37,2019,NA
"white hake",37,2019,NA
"saithe",37,2019,NA
"rock gunnel",37,2019,NA
"american shad",37,2019,NA
"atlantic menhaden",37,2019,NA
"bluefish",37,2019,NA
"ninespine stickleback",37,2019,NA
"red hake",37,2019,NA
"spotted hake",37,2019,NA
"longhorn sculpin",37,2019,NA
"threespine stickleback",37,2019,NA
"blueback herring",37,2019,NA
"american eel",37,2019,NA
"northern puffer",37,2019,NA
"lumpfish",37,2019,NA
"white mullet",37,2019,NA
"grubby",37,2019,NA
"shortnose sturgeon",37,2019,NA
"permit",37,2019,NA
"crevalle jack",37,2019,NA
"cunner",37,2019,NA
"summer flounder",37,2019,NA
"atlantic mackerel",37,2019,NA
"fourspine stickleback",37,2019,NA
"northern pipefish",38,2019,NA
"shorthorn sculpin",38,2019,NA
"atlantic tomcod",38,2019,NA
"winter flounder",38,2019,NA
"atlantic cod",38,2019,NA
"american sand lance",38,2019,NA
"mummichog",38,2019,NA
"atlantic silverside",38,2019,NA
"alewife",38,2019,NA
"atlantic herring",38,2019,NA
"striped bass",38,2019,NA
"white hake",38,2019,NA
"saithe",38,2019,NA
"rock gunnel",38,2019,NA
"american shad",38,2019,NA
"atlantic menhaden",38,2019,NA
"bluefish",38,2019,NA
"ninespine stickleback",38,2019,NA
"red hake",38,2019,NA
"spotted hake",38,2019,NA
"longhorn sculpin",38,2019,NA
"threespine stickleback",38,2019,NA
"blueback herring",38,2019,NA
"american eel",38,2019,NA
"northern puffer",38,2019,NA
"lumpfish",38,2019,NA
"white mullet",38,2019,NA
"grubby",38,2019,NA
"shortnose sturgeon",38,2019,NA
"permit",38,2019,NA
"crevalle jack",38,2019,NA
"cunner",38,2019,NA
"summer flounder",38,2019,NA
"atlantic mackerel",38,2019,NA
"fourspine stickleback",38,2019,NA
"northern pipefish",39,2019,NA
"shorthorn sculpin",39,2019,NA
"atlantic tomcod",39,2019,NA
"winter flounder",39,2019,NA
"atlantic cod",39,2019,NA
"american sand lance",39,2019,NA
"mummichog",39,2019,NA
"atlantic silverside",39,2019,NA
"alewife",39,2019,NA
"atlantic herring",39,2019,NA
"striped bass",39,2019,NA
"white hake",39,2019,NA
"saithe",39,2019,NA
"rock gunnel",39,2019,NA
"american shad",39,2019,NA
"atlantic menhaden",39,2019,NA
"bluefish",39,2019,NA
"ninespine stickleback",39,2019,NA
"red hake",39,2019,NA
"spotted hake",39,2019,NA
"longhorn sculpin",39,2019,NA
"threespine stickleback",39,2019,NA
"blueback herring",39,2019,NA
"american eel",39,2019,NA
"northern puffer",39,2019,NA
"lumpfish",39,2019,NA
