loc_id,year,date,site_id,site_name,bay_location,substrate,set_time_local,weather,temp_degc,do_mg/l,salinity_ppt,hermit_crabs,shrimp,notes
2023_117_09,2023,7/24/2023,9,Great Diamond Island,Outer,sand/gravel,12:05,partly cloudy,20.46,NA,NA,present,low,NA
2023_118_02,2023,7/26/2023,2,Skitterygusset,Inner,mud,08:53,sunny,24.71,NA,NA,absent,low,"low tide, set not ideal"
2023_118_01,2023,7/26/2023,1,Presumpscot Moorings,Inner,mud/gravel,09:28,sunny,24.48,NA,NA,absent,NA,"fish fleeing net, low tide and seine set on ledge"
2023_118_03,2023,7/26/2023,3,Audubon,Inner,mud/sand,10:02,sunny,22.7,NA,NA,absent,low,please measure alewife
2023_118_12,2023,7/26/2023,12,Alewife Cove,Outer,sand/gravel,11:40,sunny,16.87,NA,NA,absent,low,sandlance escaping through net
2023_q08_25,2023,8/2/2023,25,Garrison Cove,north,sand/gravel,10:51,sunny,18.5,8.18,30.7,present,low,NA
2023_q08_24,2023,8/2/2023,24,Cedar Beach,north,sand/gravel,11:17,sunny,19.1,8.51,30.55,absent,absent,NA
2023_q08_23,2023,8/2/2023,23,Lowell Cove,north,sand,11:40,sunny,19.2,8.12,30.72,absent,absent,NA
2023_q08_26,2023,8/2/2023,26,Long Point Cove,north,gravel,12:14,sunny,20.4,8.43,30.63,absent,low,2 squished herring and 2 herrings heads counted
2023_q08_21,2023,8/2/2023,21,Orrs Cove,north,mud,13:15,sunny,21.1,7.8,30.01,absent,absent,"large school of fish, big silverside 136 mm"
2023_q08_22,2023,8/2/2023,22,Snow Island,north,gravel,13:56,sunny,21.6,8.34,30.38,absent,absent,NA
2023_119_06,2023,8/7/2023,6,Mackworth Island - North,Mid,mud/shell,09:46,overcast,17.55,NA,NA,present,high,"low tide, walked seine in"
2023_119_04,2023,8/7/2023,4,Mussel Cove,Mid,mud,10:43,overcast,17.51,NA,NA,present,low,"low tide, seine set to left of cove by sand bar"
2023_119_07,2023,8/7/2023,7,Mackworth Island - Beach,Mid,sand/shell,11:55,rain,21.56,NA,NA,absent,low,"low tide, walked seine in"
2023_119_08,2023,8/7/2023,8,Back Cove,Mid,mud/gravel,13:02,rain,16.38,NA,NA,absent,low,NA
2023_q09_21,2023,8/9/2023,21,Orrs Cove,north,mud,07:40,partly cloudy,20.1,6.31,30.45,absent,absent,NA
2023_q09_22,2023,8/9/2023,22,Snow Island,north,sand/gravel,08:25,partly cloudy,19.6,6.85,30.82,absent,absent,estimated start and end times
2023_q10_24,2023,8/10/2023,24,Cedar Beach,north,sand,07:25,sunny,17.9,7.75,30.18,present,absent,NA
2023_q10_25,2023,8/10/2023,25,Garrison Cove,north,sand,07:48,sunny,18,8.12,30.44,absent,absent,NA
2023_q10_23,2023,8/10/2023,23,Lowell Cove,north,sand/gravel,08:12,sunny,18.6,7.85,30.13,present,low,NA
2023_q10_26,2023,8/10/2023,26,Long Point Cove,north,sand/gravel,08:41,sunny,18.7,7.11,30.37,present,absent,NA
2023_120_12,2023,8/10/2023,12,Alewife Cove,Outer,sand/gravel,09:05,partly cloudy,15.8,NA,NA,absent,low,NA
2023_120_09,2023,8/10/2023,9,Great Diamond Island,Outer,sand/gravel,09:57,partly cloudy,15.7,NA,NA,absent,absent,please measure alewife
2023_120_10,2023,8/10/2023,10,SMCC,Outer,sand/gravel,10:37,overcast,16.21,NA,NA,absent,low,NA
2023_120_11,2023,8/10/2023,11,Cushing Island,Outer,mud/sand,11:12,overcast,16.78,NA,NA,present,medium,NA
2023_121_04,2023,8/11/2023,4,Mussel Cove,Mid,mud,10:07,NA,17.4,NA,NA,absent,low,boat grounded
2023_122_08,2023,8/14/2023,8,Back Cove,Mid,mud/gravel,09:45,sunny,17.27,NA,NA,absent,absent,NA
2023_122_07,2023,8/14/2023,7,Mackworth Island - Beach,Mid,sand/shell,10:18,sunny,18.93,NA,NA,absent,low,NA
2023_122_03,2023,8/14/2023,3,Audubon,Inner,mud/sand,10:53,sunny,18.93,NA,NA,absent,low,second set
2023_122_02,2023,8/14/2023,2,Skitterygusset,Inner,mud,11:33,partly cloudy,18.44,NA,NA,absent,absent,NA
2023_122_01,2023,8/14/2023,1,Presumpscot Moorings,Inner,mud/gravel,12:04,overcast,22.79,NA,NA,absent,absent,"no fish, good set"
2023_q11_25,2023,8/16/2023,25,Garrison Cove,north,sand/gravel,10:20,NA,20.1,8.1,29.01,present,absent,NA
2023_q11_24,2023,8/16/2023,24,Cedar Beach,north,sand/gravel,10:40,NA,20.8,8.08,27.21,absent,absent,people in water
2023_q11_23,2023,8/16/2023,23,Lowell Cove,north,sand,11:04,NA,21.3,8,27.21,present,low,NA
2023_q11_26,2023,8/16/2023,26,Long Point Cove,north,sand/gravel,11:47,NA,20.9,8.1,26.74,present,medium,NA
2023_q11_22,2023,8/16/2023,22,Snow Island,north,gravel,12:25,NA,21.3,8.79,27.45,absent,absent,NA
2023_q11_21,2023,8/16/2023,21,Orrs Cove,north,mud,13:23,overcast,22.4,8.64,28.85,absent,absent,NA
2023_123_05,2023,8/17/2023,5,The Brothers - North,Mid,sand/gravel,10:50,overcast,19.8,NA,NA,absent,low,NA
2023_123_06,2023,8/17/2023,6,Mackworth Island - North,Mid,mud/shell,11:52,overcast,18.8,NA,NA,present,medium,NA
2023_124_12,2023,8/22/2023,12,Alewife Cove,Outer,sand/gravel,10:52,sunny,17.4,NA,NA,absent,low,NA
2023_124_11,2023,8/22/2023,11,Cushing Island,Outer,mud/sand,11:54,sunny,18.4,NA,NA,present,low,NA
2023_124_10,2023,8/22/2023,10,SMCC,Outer,sand/gravel,12:34,sunny,19.57,NA,NA,present,medium,NA
2023_124_09,2023,8/22/2023,9,Great Diamond Island,Outer,sand/gravel,13:06,sunny,19.98,NA,NA,present,low,NA
2023_124_04,2023,8/22/2023,4,Mussel Cove,Mid,mud,13:45,sunny,20.3,NA,NA,absent,low,first instance of summer flounder
2023_124_05,2023,8/22/2023,5,The Brothers - North,Mid,sand/gravel,14:20,sunny,19.87,NA,NA,absent,low,NA
2023_124_06,2023,8/22/2023,6,Mackworth Island - North,Mid,mud/shell,14:54,partly cloudy,20.3,NA,NA,absent,low,NA
2023_125_08,2023,8/24/2023,8,Back Cove,Mid,mud/gravel,07:40,sunny,16.1,NA,NA,absent,low,NA
2023_125_07,2023,8/24/2023,7,Mackworth Island - Beach,Mid,sand/shell,08:25,sunny,19.45,NA,NA,absent,high,NA
2023_125_02,2023,8/24/2023,2,Skitterygusset,Inner,mud,09:11,sunny,21.28,NA,NA,absent,absent,"no fish, bag tangled in low water"
2023_125_01,2023,8/24/2023,1,Presumpscot Moorings,Inner,mud/gravel,09:44,sunny,22.08,NA,NA,absent,absent,NA
2023_125_03,2023,8/24/2023,3,Audubon,Inner,mud/sand,10:35,sunny,21.81,NA,NA,absent,low,NA
2023_q12_21,2023,8/28/2023,21,Orrs Cove,north,mud,08:40,sunny,20.2,6.76,29.24,absent,low,NA
2023_q12_22,2023,8/28/2023,22,Snow Island,north,mud,09:10,sunny,19.8,7.42,29.5,absent,absent,NA
2023_q12_26,2023,8/28/2023,26,Long Point Cove,north,mud/gravel,09:55,sunny,19.4,8.2,28.99,present,medium,NA
2023_q12_23,2023,8/28/2023,23,Lowell Cove,north,sand/gravel,10:25,sunny,19.9,7.44,28.81,absent,absent,NA
2023_q12_24,2023,8/28/2023,24,Cedar Beach,north,sand/gravel,10:50,sunny,19.5,7.8,29.04,absent,absent,NA
2023_q12_25,2023,8/28/2023,25,Garrison Cove,north,sand/gravel,11:25,sunny,18.8,7.78,29.6,absent,absent,NA
2024_001_28,2024,6/6/2024,28,Stovers Point,north,sand/gravel,08:40,fog,14.5,8.74,30.7,absent,absent,NA
2024_001_25,2024,6/6/2024,25,Garrison Cove,north,sand/gravel,09:12,fog,15.3,8.99,30.3,present,low,NA
2024_001_23,2024,6/6/2024,23,Lowell Cove,north,sand/gravel,09:48,fog,17.3,9.48,30.05,present,absent,NA
2024_001_26,2024,6/6/2024,26,Long Point Cove,north,sand/gravel,11:11,fog,17,8.96,30.19,absent,low,NA
2024_001_21,2024,6/6/2024,21,Orrs Cove,north,sand,12:18,fog,18.9,8.27,30.16,absent,low,NA
2024_001_22,2024,6/6/2024,22,Snow Island,north,sand/gravel,12:36,fog,17.9,8.62,30.37,absent,absent,NA
2024_001_09,2024,6/11/2024,9,Great Diamond Island,Outer,sand/gravel,10:20,partly cloudy,15.4,NA,NA,absent,medium,sonde not working
2024_001_11,2024,6/11/2024,11,Cushing Island,Outer,mud/sand,10:55,NA,14.8,NA,NA,absent,low,sonde not working
2024_001_10,2024,6/11/2024,10,SMCC,Outer,sand/gravel,11:30,NA,14.8,NA,NA,present,medium,sonde not working
2024_001_06,2024,6/11/2024,6,Mackworth Island - North,Mid,mud/shell,12:10,NA,15.4,NA,NA,NA,NA,sonde not working
2024_002_21,2024,6/17/2024,21,Orrs Cove,north,mud,07:41,cloudy/windy,16.1,7.31,31,absent,low,NA
2024_002_22,2024,6/17/2024,22,Snow Island,north,rock,08:26,cloudy/windy,15.2,8.26,31.16,absent,absent,NA
2024_002_26,2024,6/17/2024,26,Long Point Cove,north,mud/gravel,09:15,cloudy/windy,14.8,8.22,31.19,present,low,NA
2024_002_23,2024,6/17/2024,23,Lowell Cove,north,sand/gravel,09:42,cloudy/windy,16.1,8.32,31.7,absent,low,NA
2024_002_25,2024,6/17/2024,25,Garrison Cove,north,sand/gravel,10:15,cloudy/windy,13.2,8.68,31.58,absent,absent,NA
2024_002_28,2024,6/17/2024,28,Stovers Point,north,rock,10:40,cloudy/windy,14.5,9.01,31.43,absent,absent,NA
2024_002_07,2024,6/18/2024,7,Mackworth Island - Beach,Mid,sand,10:10,mostly sunny,14.52,766.5,22.7,absent,low,NA
2024_002_03,2024,6/18/2024,3,Audubon,Inner,NA,10:40,NA,14.9,766.4,21.35,NA,low,tree downed on usual site
2024_002_02,2024,6/18/2024,2,Skitterygusset,Inner,mud,11:08,NA,15.77,766.5,19.7,absent,low,NA
2024_002_01,2024,6/18/2024,1,Presumpscot Moorings,Inner,mud,11:35,NA,19.9,766.4,14.65,NA,NA,no fish
2024_003_05,2024,6/21/2024,5,The Brothers - North,Mid,sand/gravel,09:54,mostly cloudy,18,767.1,22.84,present,low,seaweed
2024_003_04,2024,6/21/2024,4,Mussel Cove,Mid,mud,10:22,mostly cloudy,18.3,767,22.73,absent,low,NA
2024_003_08,2024,6/21/2024,8,Back Cove,Mid,mud/gravel,11:02,mostly cloudy,15.85,767.1,22.02,absent,absent,NA
2024_003_28,2024,6/24/2024,28,Stovers Point,north,sand/gravel,10:37,sunny,15.6,8.41,30.14,absent,low,NA
2024_003_25,2024,6/24/2024,25,Garrison Cove,north,sand/gravel,11:01,sunny,15.9,8.74,30.18,present,medium,NA
2024_003_26,2024,6/24/2024,26,Long Point Cove,north,mud/gravel,12:20,sunny,19.4,8.42,30.33,absent,low,NA
2024_003_23,2024,6/24/2024,23,Lowell Cove,north,mud,12:25,sunny,20.9,8.19,30.14,absent,low,NA
2024_003_22,2024,6/24/2024,22,Snow Island,north,mud/gravel,14:01,sunny,20.2,9.8,30.57,absent,absent,NA
2024_003_21,2024,6/24/2024,21,Orrs Cove,north,mud,15:00,sunny,21.3,7.59,28.69,absent,low,NA
2024_004_12,2024,6/28/2024,12,Alewife Cove,Outer,sand/gravel,09:05,sunny,13.1,NA,22.9,absent,low,windy; sand lance escaping net
2024_004_11,2024,6/28/2024,11,Cushing Island,Outer,mud/sand,09:30,NA,13.3,NA,23.15,absent,low,no fish; inverted set
2024_004_10,2024,6/28/2024,10,SMCC,Outer,sand/gravel,10:20,sunny,14.7,NA,22.41,NA,low,NA
2024_005_08,2024,7/2/2024,8,Back Cove,Mid,mud/gravel,09:45,sunny,15.6,NA,22.71,absent,absent,no fish
2024_005_06,2024,7/2/2024,6,Mackworth Island - North,Mid,mud/shell,10:19,sunny,16.04,NA,23.21,present,medium,NA
2024_005_04,2024,7/2/2024,4,Mussel Cove,Mid,mud,10:54,NA,16.79,NA,23.04,present,low,NA
2024_005_05,2024,7/2/2024,5,The Brothers - North,Mid,sand/gravel,11:31,sunny,15.96,NA,23.33,present,low,NA
2024_005_09,2024,7/2/2024,9,Great Diamond Island,Outer,sand/gravel,12:03,sunny,15.96,NA,23.14,present,low,NA
2024_004_25,2024,7/3/2024,25,Garrison Cove,north,sand/gravel,07:59,sunny,15.5,8.3,31.32,present,low,NA
2024_004_28,2024,7/3/2024,28,Stovers Point,north,rock,08:27,sunny,15.4,8.73,31.2,absent,absent,NA
2024_004_23,2024,7/3/2024,23,Lowell Cove,north,sand/gravel,09:15,sunny,16.4,8.69,30.66,absent,absent,NA
2024_004_26,2024,7/3/2024,26,Long Point Cove,north,sand/gravel,09:48,sunny,17.1,8.37,31.42,absent,absent,NA
2024_004_22,2024,7/3/2024,22,Snow Island,north,sand/gravel,10:13,sunny,17.6,8.39,31.71,absent,absent,NA
2024_004_21,2024,7/3/2024,21,Orrs Cove,north,mud/gravel,10:46,sunny,19.9,8.48,31.48,absent,absent,NA
2024_006_07,2024,7/5/2024,7,Mackworth Island - Beach,Mid,sand,08:40,cloudy,16.23,NA,22.48,present,low,seaweed
2024_006_03,2024,7/5/2024,3,Audubon,Inner,NA,09:10,cloudy,16.49,NA,20.84,absent,low,NA
2024_006_01,2024,7/5/2024,1,Presumpscot Moorings,Inner,mud,09:30,cloudy,20.89,NA,11.42,absent,absent,NA
2024_006_02,2024,7/5/2024,2,Skitterygusset,Inner,mud,10:16,cloudy,17.05,NA,20.14,absent,absent,NA
2024_005_28,2024,7/8/2024,28,Stovers Point,north,rock,10:35,sunny,18.3,9.03,31.33,absent,absent,NA
2024_005_25,2024,7/8/2024,25,Garrison Cove,north,sand/shell,10:57,sunny,18,8.72,31.09,present,low,NA
2024_005_23,2024,7/8/2024,23,Lowell Cove,north,sand/gravel,11:25,sunny,24.1,8.29,31.19,absent,absent,NA
2024_005_26,2024,7/8/2024,26,Long Point Cove,north,mud/gravel,12:31,sunny,22.3,9.32,31.1,present,absent,NA
2024_005_22,2024,7/8/2024,22,Snow Island,north,mud,13:24,sunny,23,9.96,33.53,absent,absent,NA
2024_005_21,2024,7/8/2024,21,Orrs Cove,north,mud,14:03,sunny,24.9,10.7,31.56,absent,absent,NA
2024_007_11,2024,7/11/2024,11,Cushing Island,Outer,mud/sand,10:19,cloudy,15.56,NA,23.33,present,medium,NA
2024_007_10,2024,7/11/2024,10,SMCC,Outer,sand/gravel,10:49,cloudy,15.9,NA,23.3,present,medium,NA
2024_007_09,2024,7/11/2024,9,Great Diamond Island,Outer,sand/gravel,11:23,cloudy,17.48,NA,22.97,present,low,NA
2024_007_05,2024,7/11/2024,5,The Brothers - North,Mid,sand/gravel,11:45,mostly cloudy,19.69,NA,22.39,present,low,NA
2024_008_12,2024,7/16/2024,12,Alewife Cove,Outer,sand/gravel,09:43,partly cloudy,12.94,NA,23.64,absent,absent,lots of rocks
2024_008_02,2024,7/16/2024,2,Skitterygusset,Inner,mud,10:41,mostly sunny,21.32,NA,19.44,absent,absent,NA
2024_008_01,2024,7/16/2024,1,Presumpscot Moorings,Inner,mud,11:17,partly cloudy,21.66,NA,4.77,absent,low,set done at river ledge
2024_008_03,2024,7/16/2024,3,Audubon,Inner,NA,11:52,partly cloudy,20.75,NA,20.27,NA,low,sturgeon
2024_006_21,2024,7/17/2024,21,Orrs Cove,north,mud/sand,07:41,sunny,25.5,6.24,31.22,absent,absent,NA
2024_006_22,2024,7/17/2024,22,Snow Island,north,rock,08:21,sunny,24.3,7.6,31.29,absent,absent,NA
2024_006_26,2024,7/17/2024,26,Long Point Cove,north,mud/gravel,08:57,sunny,23.3,6.89,31,present,low,NA
2024_006_23,2024,7/17/2024,23,Lowell Cove,north,mud/gravel,09:28,sunny,23.5,7.4,30.92,absent,absent,NA
2024_006_25,2024,7/17/2024,25,Garrison Cove,north,sand/shell,09:54,sunny,19.9,8.08,31.77,absent,absent,NA
2024_006_28,2024,7/17/2024,28,Stovers Point,north,rock,10:18,sunny,20.2,8.44,31.61,present,absent,NA
2024_009_08,2024,7/18/2024,8,Back Cove,Mid,mud/gravel,10:00,mostly cloudy,17.21,NA,22.95,absent,absent,NA
2024_009_04,2024,7/18/2024,4,Mussel Cove,Mid,mud,10:30,partly cloudy,22.06,NA,23.08,NA,low,NA
2024_009_06,2024,7/18/2024,6,Mackworth Island - North,Mid,mud/shell,11:00,mostly cloudy,18.43,NA,23.14,present,medium,NA
2024_009_07,2024,7/18/2024,7,Mackworth Island - Beach,Mid,sand,11:38,mostly cloudy,18.87,NA,21.89,absent,low,NA
2024_007_28,2024,7/22/2024,28,Stovers Point,north,rock,09:52,sunny,19.4,7.94,31.94,absent,absent,NA
2024_007_25,2024,7/22/2024,25,Garrison Cove,north,sand/shell,10:20,sunny,18.4,8.2,31.73,present,low,NA
2024_007_23,2024,7/22/2024,23,Lowell Cove,north,mud/gravel,10:45,sunny,21.7,7.81,31.56,present,low,NA
2024_007_26,2024,7/22/2024,26,Long Point Cove,north,sand/gravel,11:17,sunny,21.4,8.14,31.62,absent,low,NA
2024_007_22,2024,7/22/2024,22,Snow Island,north,mud,11:50,sunny,22.8,8.97,31.6,absent,absent,NA
2024_007_21,2024,7/22/2024,21,Orrs Cove,north,gravel,12:31,sunny,22.7,8.36,31.56,absent,absent,NA
2024_010_08,2024,7/30/2024,8,Back Cove,Mid,mud/gravel,09:28,cloudy,17.09,NA,22.59,absent,absent,NA
2024_010_04,2024,7/30/2024,4,Mussel Cove,Mid,mud,10:10,cloudy,17.17,NA,23.42,absent,low,NA
2024_010_05,2024,7/30/2024,5,The Brothers - North,Mid,sand/gravel,10:48,NA,18.02,NA,22.64,present,absent,NA
2024_010_06,2024,7/30/2024,6,Mackworth Island - North,Mid,mud/shell,11:15,cloudy,17.04,NA,23.38,present,medium,NA
2024_010_09,2024,7/30/2024,9,Great Diamond Island,Outer,sand/gravel,11:56,cloudy,17.02,NA,23.07,present,low,NA
2024_010_10,2024,7/30/2024,10,SMCC,Outer,sand/gravel,12:15,NA,16.03,NA,23.25,present,medium,dog in water before sampling
2024_008_28,2024,8/1/2024,28,Stovers Point,north,rock,07:57,sunny,17.6,8.309,31.37,present,low,NA
2024_008_25,2024,8/1/2024,25,Garrison Cove,north,sand/shell,08:17,sunny,18.3,8.45,31.26,present,low,NA
2024_008_23,2024,8/1/2024,23,Lowell Cove,north,sand,09:04,sunny,20.3,7.2,31.11,present,absent,NA
2024_008_26,2024,8/1/2024,26,Long Point Cove,north,mud/gravel,09:25,sunny,19.8,7.47,31.24,present,low,NA
2024_008_22,2024,8/1/2024,22,Snow Island,north,mud/gravel,10:12,sunny,21,8.03,31.46,absent,absent,NA
2024_008_21,2024,8/1/2024,21,Orrs Cove,north,mud/sand,10:49,sunny,22.3,7.55,31.54,absent,absent,NA
2024_009_28,2024,8/5/2024,28,Stovers Point,north,mud,10:53,sunny,19.5,8.15,31.26,absent,absent,NA
2024_009_25,2024,8/5/2024,25,Garrison Cove,north,sand/shell,11:15,sunny,20.2,8.45,30.8,present,absent,NA
2024_009_23,2024,8/5/2024,23,Lowell Cove,north,sand,11:40,sunny,20.6,8.53,30.84,absent,absent,NA
2024_009_26,2024,8/5/2024,26,Long Point Cove,north,mud/gravel,12:20,sunny,21.7,7.98,30.94,present,low,NA
2024_009_22,2024,8/5/2024,22,Snow Island,north,mud/gravel,13:10,sunny,24.3,9.06,31.38,absent,low,NA
2024_009_21,2024,8/5/2024,21,Orrs Cove,north,mud/sand,13:39,sunny,23.8,9.4,30.64,present,absent,NA
2024_010_28,2024,8/13/2024,28,Stovers Point,north,sand/gravel,14:01,mostly sunny,19.6,8.75,31.36,present,low,NA
2024_010_25,2024,8/13/2024,25,Garrison Cove,north,sand/shell,14:25,sunny,21.1,8.61,31.2,absent,absent,NA
2024_011_21,2024,8/14/2024,21,Orrs Cove,north,mud/shell,07:13,sunny,20.6,7.26,30.95,present,absent,NA
2024_011_22,2024,8/14/2024,22,Snow Island,north,mud/shell,07:42,sunny,20.3,7.51,31.16,absent,absent,NA
2024_011_26,2024,8/14/2024,26,Long Point Cove,north,sand/gravel,08:19,cloudy,19.9,7.44,31.07,present,low,NA
2024_011_23,2024,8/14/2024,23,Lowell Cove,north,mud/gravel,08:45,sunny,18.3,6.92,31.13,present,absent,NA
2024_012_28,2024,8/21/2024,28,Stovers Point,north,rock/gravel,09:52,partly cloudy,18.1,8.6,30.48,absent,absent,NA
2024_012_25,2024,8/21/2024,25,Garrison Cove,north,sand/gravel,10:16,partly cloudy,17.7,8.13,30.25,absent,absent,NA
2024_012_23,2024,8/21/2024,23,Lowell Cove,north,sand,10:39,partly cloudy,19.7,7.51,29.85,absent,absent,NA
2024_012_26,2024,8/21/2024,26,Long Point Cove,north,sand/gravel,11:11,partly cloudy,20.2,7.41,29.75,absent,absent,NA
2024_012_22,2024,8/21/2024,22,Snow Island,north,sand,11:45,partly cloudy,20.5,8.07,29.87,present,absent,NA
2024_012_21,2024,8/21/2024,21,Orrs Cove,north,mud,12:19,partly cloudy,21,6.83,29.8,absent,absent,NA
2024_013_28,2024,9/6/2024,28,Stovers Point,north,sand/gravel,11:48,cloudy,16.8,8.54,32.17,absent,absent,NA
2024_013_26,2024,9/6/2024,25,Garrison Cove,north,sand,12:17,partly cloudy,17.2,8.1,32.04,present,absent,NA
2024_013_23,2024,9/6/2024,23,Lowell Cove,north,mud/sand,12:40,cloudy,19.5,7.69,31.81,absent,absent,NA
2024_013_26,2024,9/6/2024,26,Long Point Cove,north,mud/sand,13:19,sunny,18.6,7.89,31.95,absent,absent,NA
2024_013_22,2024,9/6/2024,22,Snow Island,north,mud/sand,14:00,mostly cloudy,19.1,8.06,31.91,absent,absent,NA
2024_013_21,2024,9/6/2024,21,Orrs Cove,north,mud,14:59,sunny,19.2,7.9,31.9,absent,absent,NA
2024_011_10,2024,9/24/2024,10,SMCC,Outer,sand/gravel,10:45,cloudy,NA,NA,NA,absent,absent,NA
2024_012_10,2024,9/26/2024,10,SMCC,Outer,sand/gravel,10:17,rain,NA,NA,NA,present,low,NA
2024_013_08,2024,9/27/2024,8,Back Cove,Mid,mud/gravel,09:35,sunny,15.78,NA,22.6,absent,absent,NA
2024_013_01,2024,9/27/2024,1,Presumpscot Moorings,Inner,mud,10:08,sunny,16.6,NA,7.79,absent,medium,NA
2024_013_02,2024,9/27/2024,2,Skitterygusset,Inner,mud,10:31,sunny,15.95,NA,20.84,absent,medium,NA
2024_013_03,2024,9/27/2024,3,Audubon,Inner,NA,10:50,sunny,15.75,NA,21.86,absent,medium,NA
2024_013_07,2024,9/27/2024,7,Mackworth Island - Beach,Mid,sand,11:14,sunny,16.67,NA,16.54,NA,NA,NA
2024_013_06,2024,9/27/2024,6,Mackworth Island - North,Mid,mud/shell,11:40,sunny,16.1,NA,23.55,present,medium,NA
2024_014_12,2024,10/2/2024,12,Alewife Cove,Outer,sand/gravel,09:36,mostly cloudy,15.49,NA,23.42,NA,NA,bad set
2024_015_11,2024,10/9/2024,11,Cushing Island,Outer,mud/sand,10:45,partly cloudy,14.98,NA,23.58,absent,low,NA
2024_015_09,2024,10/9/2024,9,Great Diamond Island,Outer,sand/gravel,11:15,NA,14.71,NA,22.86,absent,low,NA
2024_015_05,2024,10/9/2024,5,The Brothers - North,Mid,sand/gravel,11:30,NA,15.26,NA,23.55,NA,low,no fish
2024_015_04,2024,10/9/2024,4,Mussel Cove,Mid,mud,12:10,NA,15.3,NA,23.66,NA,NA,NA
2025_01_28,2025,5/14/2025,28,Stovers Point,north,sand/gravel,10:28,sunny,9.6,8.51,,absent,absent ,salinity sensor broken
2025_01_25,2025,5/14/2025,25,Garrison Cove,north,sand/gravel,11:00,sunny,11.6,8.14,,absent,medium,caught small jellies
2025_01_23,2025,5/14/2025,23,Lowell Cove,north,sand/mud,11:32,sunny,12.5,8.2,,present,low,high seaweed content
2025_01_26,2025,5/14/2025,26,Long Point Cove,north,sand,12:18,sunny,12.2,8.01,,absent,medium,"caught small jellies, no fish good set"
2025_01_22,2025,5/14/2025,22,Snow Island,north,mud,12:44,sunny,12.9,7.8,,absent,low,caught small jellies
2025_01_21,2025,5/14/2025,21,Orrs Cove,north,mud,13:15,sunny,13,7.59,,absent,low,caught small jellies
2025_02_22,2025,6/6/2025,22,Snow Island,north,mud,07:45,overcast,17.1,9.04,26.57,present,low,caught jellyfish
2025_02_21,2025,6/6/2025,21,Orrs Cove,north,mud,08:36,overcast,18.2,8.17,27.62,absent ,low,"caught jellyfish, bag flipped on rock "
2025_02_26,2025,6/6/2025,26,Long Point Cove,north,sand,09:22,rain,17,9.08,25.29,present,medium,caught jellyfish
2025_01_10,2025,6/11/2025,10,SMCC,Outer,sand/gravel,10:36,,,,,present,low,lots of macroalgae
2025_01_09,2025,6/11/2025,9,Back Cove,Mid,mud/gravel,11:08,sunny,,,,,,silversides ripe & runnning; mating horseshoe crabs
2025_01_03,2025,6/11/2025,3,Audubon,Inner,mud/sand,11:37,,,,,,,good set no fish
2025_01_02,2025,6/11/2025,2,Skitterygusset,Inner,mud,11:57,,,,,absent,low,NA
2025_01_01,2025,6/11/2025,1,Presumpscot Moorings,Inner,mud,12:13,,,,,,,good set no fish; no sonde
2025_01_12,2025,6/11/2025,12,Alewife Cove,Outer,sand/gravel,,,,,,,,good set no fish
2025_03_28,2025,6/12/2025,28,Stovers Point ,north,gravel ,10:47,sunny,15.4,9.11,29.23,absent ,absent ,good set no fish 
2025_03_25,2025,6/12/2025,25,Garrison Cove,north,sand,11:11,sunny,14.9,9.04,29.06,present,low,lots of hermit crabs 
2025_03_23,2025,6/12/2025,23,Lowell Cove,north,mud/sand,11:40,partly cloudy,16.6,8.88,28.09,present,medium,NA
2025_03_26,2025,6/12/2025,26,Long Point Cove,north,sand,12:28,sunny,17.1,9.01,28.16,absent,low,lots of pollen on the surface; jellyfish
2025_03_22,2025,6/12/2025,22,Snow Island,north,mud/sand,13:06,sunny,20.5,8.9,27.88,present,medium,NA
2025_03_21,2025,6/12/2025,21,Orrs Cove,north,mud,13:42,sunny,21.3,8.85,27.36,present,low,lots of pollen in the water 
2025_02_07,2025,6/18/2025,7,Mussel Cove,Mid,mud,09:45,rain,,,,,low,good set no fish
2025_02_06,2025,6/18/2025,6,The Brothers - North,Mid,sand/gravel,10:20,,,,,,low,NA
2025_02_05,2025,6/18/2025,5,Mackworth Island - North,Mid,mud/shell,10:55,,,,,present,medium,NA
2025_02_08,2025,6/18/2025,8,Great Diamond Island,Outer,sand/gravel,11:28,,,,,present,medium,NA
2025_02_04,2025,6/18/2025,4,Mackworth Island - Beach,Mid,sand,12:00,,,,,present,low,NA
2025_02_11,2025,6/18/2025,11,Cushing Island,Outer,mud/sand,13:10,,,,,present,low,lots of macroalgae; no sonde
2025_04_23,2025,6/19/2025,23,Lowell Cove,north,sand,07:32,fog,16.7,7.45,29.93,present,low,jellyfish
2025_04_25,2025,6/19/2025,25,Garrison Cove,north,sand/gravel,08:04,fog,14.9,8.75,30.45,present,low,jellyfish
2025_04_28,2025,6/19/2025,28,Stovers Point,north,gravel ,08:31,fog,15.2,8.36,30.35,absent,low,jellyfish
2025_04_21,2025,6/20/2025,21,Orrs Cove,north,mud,07:23,sun,19,8.03,24.42,absent,absent,jellyfish
2025_04_22,2025,6/20/2025,22,Snow Island,north,mud/sand,08:03,sun,,,,,,bad set
2025_04_22,2025,6/20/2025,22,Snow Island,north,mud/sand,08:15,sun,18.1,7.97,29.89,absent,absent,good set no fish
2025_04_26,2025,6/20/2025,26,Long Point Cove,north,sand,08:38,sun,17.3,7.75,29.95,absent,medium,jellyfish
